paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta
1937;1401420;Vahanka;W;Vedenkorkeus;14.672;Lopetettu;01.01.1963;31.10.1993;Keski-Suomi
1942;1401810;Mahlunjärvi;W;Vedenkorkeus;14.621;Lopetettu;01.01.1964;01.06.2003;Keski-Suomi
1946;1402100;Kiimasjärvi;W;Vedenkorkeus;14.612;Lopetettu;02.09.1909;28.02.1982;Keski-Suomi
1947;1402110;Naarajärvi;W;Vedenkorkeus;14.611;Lopetettu;01.01.1910;06.11.2006;Keski-Suomi
1948;1402120;Kiimaskoski;W;Vedenkorkeus;14.612;Lopetettu;13.05.1936;22.12.1980;Keski-Suomi
1950;1402200;Kuhnamojärvi;W;Vedenkorkeus;14.332;Lopetettu;01.01.1909;30.04.1993;Keski-Suomi
1953;1402309;Vatianjärvi, Kuusaa;W;Vedenkorkeus;14.333;Lopetettu;01.01.1971;31.12.1981;Keski-Suomi
1954;1402310;Peurunka;W;Vedenkorkeus;14.333;Lopetettu;01.01.1946;30.06.1992;Keski-Suomi
1957;1402510;Koivujoki;W;Vedenkorkeus;14.751;Lopetettu;01.01.1962;14.04.1975;Pohjois-Savo
1958;1402520;Koivujoki;W;Vedenkorkeus;14.752;Lopetettu;15.04.1975;11.12.1994;Pohjois-Savo
1959;1402600;Pielavesi, länsi;W;Vedenkorkeus;14.741;Lopetettu;01.01.1910;31.12.1932;Pohjois-Savo
1960;1402700;Pielavesi, Säviä;W;Vedenkorkeus;14.741;Lopetettu;01.01.1891;31.12.1941;Pohjois-Savo
1962;1402900;Nilakka, Kolu, ylä;W;Vedenkorkeus;14.722;Lopetettu;01.01.1896;31.05.1994;Pohjois-Savo
1963;1403000;Rasvanki, Kolu, ala;W;Vedenkorkeus;14.722;Lopetettu;01.01.1896;31.05.1994;Pohjois-Savo
1964;1403100;Hirvijärvi;W;Vedenkorkeus;14.771;Lopetettu;12.07.1909;04.02.1935;Pohjois-Savo
1965;1403200;Virmasvesi;W;Vedenkorkeus;14.722;Lopetettu;07.07.1909;31.03.1933;Pohjois-Savo
1969;1403410;Kiesimä;W;Vedenkorkeus;14.761;Lopetettu;01.01.1918;31.12.1932;Pohjois-Savo
1970;1403420;Kiesimä, ylä;W;Vedenkorkeus;14.711;Lopetettu;08.06.1927;30.04.1994;Pohjois-Savo
1972;1403500;Pieksäjärvi;W;Vedenkorkeus;14.793;Lopetettu;01.01.1910;31.12.1953;Etelä-Savo
1973;1403510;Pieksäjärvi;W;Vedenkorkeus;14.796;Lopetettu;21.01.1957;31.12.1964;Etelä-Savo
1975;1403700;Konnevesi, Kivisalmi;W;Vedenkorkeus;14.711;Lopetettu;01.07.1909;31.12.1941;Pohjois-Savo
1976;1403800;Konnevesi, pohj.;W;Vedenkorkeus;14.711;Lopetettu;01.01.1910;07.02.1932;Pohjois-Savo
1977;1403810;Konnevesi, Neituri, ala;W;Vedenkorkeus;14.711;Lopetettu;01.01.1928;30.04.1994;Keski-Suomi
1978;1403820;Konnevesi, Kiesimä, ala;W;Vedenkorkeus;14.711;Lopetettu;01.01.1928;30.04.1994;Pohjois-Savo
1980;1404000;Vanginvesi;W;Vedenkorkeus;14.361;Lopetettu;20.06.1909;10.05.2023;Keski-Suomi
1981;1404010;Vanginvesi, Korhola;W;Vedenkorkeus;14.352;Lopetettu;01.01.1941;31.12.1959;Keski-Suomi
1983;1404110;Kynsivesi, Simuna;W;Vedenkorkeus;14.352;Lopetettu;20.06.1940;31.08.1978;Keski-Suomi
1986;1404211;Kuuhankavesi, länsi;W;Vedenkorkeus;14.371;Lopetettu;01.07.1974;31.12.1995;Keski-Suomi
1988;1404250;Venekosken voimalaitos, ylä;W;Vedenkorkeus;14.352;Lopetettu;01.01.1971;31.12.1995;Keski-Suomi
1989;1404260;Venekosken voimalaitos, ala;W;Vedenkorkeus;14.352;Lopetettu;01.01.1972;31.12.1995;Keski-Suomi
1990;1404300;Kuusvesi, Mannunlahti;W;Vedenkorkeus;14.351;Lopetettu;01.01.1910;31.12.1949;Keski-Suomi
3347;0406043;Sukevanjärvi;W;Vedenkorkeus;04.584;Lopetettu;11.04.2005;13.10.2015;Pohjois-Savo
3349;0406031;Harvanjärvi;W;Vedenkorkeus;04.582;Lopetettu;01.02.2006;26.10.2012;Pohjois-Savo
3379;0407010;Rahasjoki;W;Vedenkorkeus;04.633;Lopetettu;14.04.2005;30.11.2007;Pohjois-Savo
3380;0407011;Ruokosjärvi;W;Vedenkorkeus;04.633;Lopetettu;13.04.2005;07.11.2011;Pohjois-Savo
3382;1401801;Kallinjärvi;W;Vedenkorkeus;14.613;Lopetettu;17.05.2005;18.02.2014;Keski-Suomi
3395;3503111;Kalvola,Uurtaanjärvi;W;Vedenkorkeus;35.285;Lopetettu;24.05.2007;11.02.2020;Kanta-Häme
3397;3502531;Totunoja;W;Vedenkorkeus;35.263;Lopetettu;28.08.2003;17.09.2008;Kanta-Häme
3398;0405419;Ylä-Varpanen;W;Vedenkorkeus;04.589;Lopetettu;22.03.2007;27.06.2010;Pohjois-Savo
3399;0406044;Pienvesi;W;Vedenkorkeus;04.584;Lopetettu;13.06.2006;05.12.2009;Pohjois-Savo
3400;0405403;Tismiö;W;Vedenkorkeus;04.521;Lopetettu;05.04.2006;11.01.2009;Pohjois-Savo
3401;0405404;Keskimmäinen;W;Vedenkorkeus;04.521;Lopetettu;05.04.2006;11.01.2009;Pohjois-Savo
3402;0405405;Ylemmäinen;W;Vedenkorkeus;04.521;Lopetettu;05.04.2006;11.01.2009;Pohjois-Savo
3410;3601510;Harjakoski ala;W;Vedenkorkeus;36.021;Lopetettu;;;Satakunta
3413;1401411;Kiminkijärvi;W;Vedenkorkeus;14.642;Lopetettu;07.09.2006;25.10.2014;Keski-Suomi
3420;1404750;Puuppola;W;Vedenkorkeus;14.295;Lopetettu;19.05.2008;31.03.2023;Keski-Suomi
3422;2101331;Sarsalanoja;W;Vedenkorkeus;21.084;Lopetettu;19.06.2006;19.11.2015;Uusimaa
3423;2101341;Mäyränoja;W;Vedenkorkeus;21.085;Lopetettu;19.06.2006;19.11.2015;Uusimaa
3432;3505700;Mänttä,ala;W;Vedenkorkeus;35.62;Lopetettu;01.02.2000;30.11.2013;Pirkanmaa
3433;1405830;Ylä-Vehkajärvi;W;Vedenkorkeus;14.221;Lopetettu;25.02.2009;13.05.2013;Päijät-Häme
3434;3501890;Sairakkalanjärvi;W;Vedenkorkeus;35.837;Lopetettu;16.03.2009;27.09.2012;Päijät-Häme
3438;3501400;Hml, Hauho, Jokijärvi;W;Vedenkorkeus;35.771;Lopetettu;13.05.2009;11.02.2020;Kanta-Häme
3441;5903400;Oulujärvi;W;Vedenkorkeus;59.311;Lopetettu;25.10.1920;31.12.1950;Pohjois-Pohjanmaa
3467;3507300;Nokia, Vihnusjärvi;W;Vedenkorkeus;35.213;Lopetettu;27.11.2009;13.02.2017;Pirkanmaa
3474;5400170;Kalliokoski, ylä;W;Vedenkorkeus;54.043;Lopetettu;;;Pohjois-Pohjanmaa
3475;5400180;Kalliokoski, alavesi;W;Vedenkorkeus;54.043;Lopetettu;;;Pohjois-Pohjanmaa
3476;5700800;Pöyry,ylävesi;W;Vedenkorkeus;57.012;Lopetettu;;;Pohjois-Pohjanmaa
3477;5700900;Pöyry, alavesi;W;Vedenkorkeus;57.012;Lopetettu;;;Pohjois-Pohjanmaa
3481;0407140;Lahnajärvi;W;Vedenkorkeus;04.593;Lopetettu;14.06.2010;14.07.2012;Pohjois-Savo
3484;1200400;Valkjärvi;W;Vedenkorkeus;12.004;Lopetettu;23.11.2010;11.04.2018;Kymenlaakso
3491;0407929;Mikkajärvi;W;Vedenkorkeus;04.652;Lopetettu;05.09.2010;30.12.2013;Pohjois-Savo
3494;3502150;Sääjärvi;W;Vedenkorkeus;35.84;Lopetettu;28.09.2006;19.12.2019;Kanta-Häme
3495;3502155;Kempinpato;W;Vedenkorkeus;35.84;Lopetettu;28.09.2006;13.08.2025;Kanta-Häme
3496;3502160;Kesijärvi;W;Vedenkorkeus;35.84;Lopetettu;28.09.2006;13.08.2025;Kanta-Häme
3497;3502170;Isojärvi;W;Vedenkorkeus;35.84;Lopetettu;28.09.2006;12.08.2025;Kanta-Häme
3498;2300122;Saukonpää;W;Vedenkorkeus;23.063;Lopetettu;27.09.2011;28.11.2021;Uusimaa
3513;0401280;Petäisjärvi;W;Vedenkorkeus;04.476;Lopetettu;28.06.2011;06.03.2013;Pohjois-Karjala
3515;0404975;Sysmäjärvi;W;Vedenkorkeus;04.353;Lopetettu;31.07.2012;01.06.2018;Pohjois-Karjala
3520;3501250;Rautjärvi;W;Vedenkorkeus;35.786;Lopetettu;10.10.2012;18.02.2020;Päijät-Häme
3525;0407770;Ylä-Salmijärvi;W;Vedenkorkeus;04.619;Lopetettu;11.11.2013;26.12.2015;Pohjois-Savo
3545;2100250;Lallujärvi;W;Vedenkorkeus;21.023;Lopetettu;03.10.2013;04.04.2018;Kanta-Häme
3547;0402712;Koitere Piilovaara;W;Vedenkorkeus;04.941;Lopetettu;28.11.2013;01.10.2018;Pohjois-Karjala
3559;6800500;Karigasniemi;W;Vedenkorkeus;68.031;Lopetettu;17.09.1958;11.12.1973;Lappi
3572;3507510;Nerkoo, Kihniö;W;Vedenkorkeus;35.538;Lopetettu;19.11.2014;07.05.2017;Pirkanmaa
3575;6000400;Haukipudas;W;Vedenkorkeus;60.011;Lopetettu;01.01.1912;31.12.1975;Pohjois-Pohjanmaa
3582;4200610;Kyrönjoki, Hanhikoski, vanha asema;W;Vedenkorkeus;42.023;Lopetettu;01.01.1912;31.03.1926;Etelä-Pohjanmaa
3595;0407992;Vaahtovanlampi;W;Vedenkorkeus;04.278;Lopetettu;23.03.2015;29.10.2016;Pohjois-Savo
3597;3900400;Pirttikylä;W;Vedenkorkeus;39.002;Lopetettu;21.10.2015;15.06.2017;Pohjanmaa
3686;3515000;Kauvatsanjoki, Mutilahti;W;Vedenkorkeus;35.151;Lopetettu;27.10.2011;23.12.2021;Satakunta
3690;2500000;Uskelanjoki Moisionkoski ap;W;Vedenkorkeus;25.001;Lopetettu;07.04.2015;30.05.2023;Varsinais-Suomi
3514;0401270;Suuri Palojärvi;W;Vedenkorkeus;04.476;Määräaikainen;11.09.2012;26.11.2014;Pohjois-Karjala
3549;0405850;Pyöree;W;Vedenkorkeus;04.536;Määräaikainen;23.12.2013;22.12.2025;Pohjois-Savo
4013;1403405;Tuomiojärvi;W;Vedenkorkeus;14.785;Määräaikainen;;;Etelä-Savo
3963;1407980;Etelä-Tervajärvi,Mäntyharju;W;Vedenkorkeus;14.918;Määräaikainen;;;Etelä-Savo
2956;1600700;Kirkkojärvi, luusua;W;Vedenkorkeus;16.005;Määräaikainen;21.04.1986;15.06.2022;Uusimaa
3667;2101450;Keravanjoki, Kellokosken patohanke;W;Vedenkorkeus;21.093;Määräaikainen;08.12.2016;09.10.2025;Uusimaa
2999;2201200;Hepari;W;Vedenkorkeus;22.008;Määräaikainen;04.09.1966;22.02.2024;Uusimaa
2982;2300110;Vanjoki, Kutin silta;W;Vedenkorkeus;23.042;Määräaikainen;09.02.1999;22.12.2025;Uusimaa
3533;2300131;Vanjärvi, kunnostushanke;W;Vedenkorkeus;23.042;Määräaikainen;15.08.2013;17.02.2020;Uusimaa
3162;2300125;Tarkeelanjärvi;W;Vedenkorkeus;23.063;Määräaikainen;01.04.2004;28.12.2014;Uusimaa
3827;2403500;Enäjärvi, Uitsalmi;W;Vedenkorkeus;24.033;Määräaikainen;13.07.1977;29.12.2024;Varsinais-Suomi
3828;2403600;Enäjärvi, luusua;W;Vedenkorkeus;24.033;Määräaikainen;07.08.2018;06.10.2020;Uusimaa
3761;3504200;Peränne;W;Vedenkorkeus;35.424;Määräaikainen;10.01.2019;22.12.2025;Etelä-Pohjanmaa
3762;3504250;Vähä-Peränne;W;Vedenkorkeus;35.424;Määräaikainen;10.01.2019;22.12.2025;Etelä-Pohjanmaa
3935;5901200;Osmankajärvi;W;Vedenkorkeus;59.353;Määräaikainen;13.06.2022;22.12.2025;Kainuu
3846;6702090;Tengeliöjoki Pohjapato yläp;W;Vedenkorkeus;67.911;Määräaikainen;;;Lappi
3847;6702070;Tengeliöjoki silta yläp;W;Vedenkorkeus;67.911;Määräaikainen;;;Lappi
2769;0100200;Öllölänjärvi;W;Vedenkorkeus;01.022;Satunnainen;16.03.1993;09.07.2004;Pohjois-Karjala
2771;0100310;Haarajärvi;W;Vedenkorkeus;01.032;Satunnainen;11.01.1993;22.11.2006;Pohjois-Karjala
2772;0100320;Palojärvi;W;Vedenkorkeus;01.033;Satunnainen;27.08.1965;06.09.2004;Pohjois-Karjala
2773;0100330;Keskijärvi;W;Vedenkorkeus;01.033;Satunnainen;07.10.1977;21.10.2015;Pohjois-Karjala
2774;0100400;Kuusjärvi Eno;W;Vedenkorkeus;01.035;Satunnainen;14.11.1977;11.10.2006;Pohjois-Karjala
2775;0100500;Koveron Lastujärvi;W;Vedenkorkeus;01.036;Satunnainen;15.04.1955;27.08.2004;Pohjois-Karjala
2776;0100510;Lastujärvi;W;Vedenkorkeus;01.036;Satunnainen;27.04.1993;13.10.2006;Pohjois-Karjala
2777;0100600;Uramo;W;Vedenkorkeus;01.044;Satunnainen;06.05.1977;28.06.2004;Pohjois-Karjala
2778;0100700;Sonkajanrannanjärvi;W;Vedenkorkeus;01.046;Satunnainen;21.10.1977;31.05.2005;Pohjois-Karjala
2779;0100710;Suuri Hietajärvi;W;Vedenkorkeus;01.065;Satunnainen;15.10.1990;03.10.2010;Pohjois-Karjala
2781;0100210;Korpijärvi Hoilola;W;Vedenkorkeus;01.081;Satunnainen;12.05.1977;13.10.2006;Pohjois-Karjala
2782;0100900;Kaustajärvi;W;Vedenkorkeus;01.091;Satunnainen;20.09.1977;08.09.2004;Pohjois-Karjala
2783;0100910;Patson Pitkä;W;Vedenkorkeus;01.091;Satunnainen;25.12.1990;27.10.2006;Pohjois-Karjala
2785;0200800;Kiteenjärvi;W;Vedenkorkeus;02.022;Satunnainen;01.01.1954;18.07.2012;Pohjois-Karjala
2786;0200810;Säynejärvi;W;Vedenkorkeus;02.026;Satunnainen;13.04.1960;25.10.2006;Pohjois-Karjala
2787;0200820;Iso Heinäjärvi;W;Vedenkorkeus;02.027;Satunnainen;13.05.1977;22.07.2004;Pohjois-Karjala
3019;0300110;Siikalahti, patotie;W;Vedenkorkeus;03.031;Satunnainen;08.09.1987;31.10.2025;Etelä-Karjala
2921;0410413;Korpijärvi;W;Vedenkorkeus;04.143;Satunnainen;16.04.1970;10.08.2025;Etelä-Savo
3020;0410430;Säänjärvi;W;Vedenkorkeus;04.146;Satunnainen;21.04.1964;27.12.2015;Etelä-Karjala
2920;0410422;Syysjärvi;W;Vedenkorkeus;04.162;Satunnainen;20.03.1970;29.09.2017;Etelä-Savo
2929;0410421;Lylyjärvi;W;Vedenkorkeus;04.164;Satunnainen;04.07.1986;30.12.2011;Etelä-Savo
2926;0410401;Sääksjärvi;W;Vedenkorkeus;04.174;Satunnainen;03.05.1987;04.11.2024;Etelä-Savo
3023;0410480;Pitkäjärvi;W;Vedenkorkeus;04.199;Satunnainen;10.09.1981;29.11.2024;Etelä-Karjala
2924;0410011;Pieni- Raudanvesi;W;Vedenkorkeus;04.211;Satunnainen;11.06.1986;04.12.2024;Etelä-Savo
2922;0409712;Valvatus;W;Vedenkorkeus;04.213;Satunnainen;03.10.1983;22.11.2011;Pohjois-Savo
2931;0409711;Saarikkolampi;W;Vedenkorkeus;04.213;Satunnainen;22.04.1994;03.09.2012;Pohjois-Savo
2927;0405305;Pahkajärvi;W;Vedenkorkeus;04.229;Satunnainen;05.04.1983;23.12.2024;Etelä-Savo
2923;0405211;Vuokalanjärvi;W;Vedenkorkeus;04.234;Satunnainen;14.01.1976;29.09.2010;Etelä-Savo
3262;0410424;Haapajärvi;W;Vedenkorkeus;04.253;Satunnainen;11.08.2003;16.11.2011;Etelä-Savo
2932;0405301;Ylä-Enonvesi;W;Vedenkorkeus;04.291;Satunnainen;02.01.1996;22.12.2025;Etelä-Savo
2788;0404930;Korpijärvi Liperi;W;Vedenkorkeus;04.315;Satunnainen;15.09.1977;03.06.2005;Pohjois-Karjala
2789;0404940;Kuorinka;W;Vedenkorkeus;04.317;Satunnainen;29.05.1890;11.07.2014;Pohjois-Karjala
2791;0405112;Haapajärvi Pyhäselkä;W;Vedenkorkeus;04.326;Satunnainen;01.04.1953;16.06.2004;Pohjois-Karjala
2793;0403120;Hepolampi;W;Vedenkorkeus;04.342;Satunnainen;29.04.1992;13.12.2006;Pohjois-Karjala
2794;0403220;Ylimmäinen;W;Vedenkorkeus;04.348;Satunnainen;11.05.1977;27.08.2004;Pohjois-Karjala
2795;0404970;Sysmäjärvi, pato;W;Vedenkorkeus;04.353;Satunnainen;03.05.1932;31.07.2012;Pohjois-Karjala
2796;0404980;Kuusjärvi Outokumpu;W;Vedenkorkeus;04.353;Satunnainen;17.04.1946;15.11.2006;Pohjois-Karjala
2800;0404971;Polvijärvi;W;Vedenkorkeus;04.356;Satunnainen;16.09.1977;09.09.2008;Pohjois-Karjala
2801;0404972;Kuusijärvi, Liperi;W;Vedenkorkeus;04.359;Satunnainen;29.05.1992;10.06.2004;Pohjois-Karjala
2802;0404973;Leinonen;W;Vedenkorkeus;04.359;Satunnainen;19.09.1977;20.10.2006;Pohjois-Karjala
2803;0405113;Hammasjärvi;W;Vedenkorkeus;04.361;Satunnainen;26.09.1977;06.09.2004;Pohjois-Karjala
2804;0405114;Suuri-Onkamo;W;Vedenkorkeus;04.372;Satunnainen;25.04.1955;04.08.2021;Pohjois-Karjala
3364;0405117;Rauanjärvi;W;Vedenkorkeus;04.374;Satunnainen;18.12.2006;18.12.2006;Pohjois-Karjala
2806;0405116;Piimäjärvi;W;Vedenkorkeus;04.383;Satunnainen;27.09.1977;08.10.2008;Pohjois-Karjala
2807;0405010;Karjalanjoki;W;Vedenkorkeus;04.398;Satunnainen;14.05.1992;04.05.1993;Pohjois-Karjala
2809;0401420;Herajärvi;W;Vedenkorkeus;04.412;Satunnainen;27.05.1950;10.05.2005;Pohjois-Karjala
2810;0401430;Savijärvi;W;Vedenkorkeus;04.413;Satunnainen;15.01.1977;20.11.2006;Pohjois-Karjala
2811;0400770;Muntsurinjärvi;W;Vedenkorkeus;04.431;Satunnainen;10.12.1986;30.12.2008;Pohjois-Karjala
2812;0401440;Juuanjärvi;W;Vedenkorkeus;04.452;Satunnainen;28.10.1977;09.06.2005;Pohjois-Karjala
2815;0401312;Koppelojärvi;W;Vedenkorkeus;04.465;Satunnainen;24.05.1977;14.07.2004;Pohjois-Karjala
2816;0401120;Roukkajanjärvi;W;Vedenkorkeus;04.471;Satunnainen;16.04.1997;26.07.2004;Pohjois-Karjala
2819;0401210;Kuohattijärvi;W;Vedenkorkeus;04.478;Satunnainen;01.09.1977;12.12.2006;Pohjois-Karjala
3470;0405900;Koljonvirta;W;Vedenkorkeus;04.53;Satunnainen;;;Pohjois-Savo
3431;0406020;Mustanjoki;W;Vedenkorkeus;04.588;Satunnainen;16.01.2009;12.03.2018;Pohjois-Savo
3405;0407001;Somsankoski;W;Vedenkorkeus;04.631;Satunnainen;;;Pohjois-Savo
3331;0407500;Sammakkojärvi;W;Vedenkorkeus;04.664;Satunnainen;;;Pohjois-Savo
2821;0407380;Ala-Ruokonen;W;Vedenkorkeus;04.685;Satunnainen;23.05.1977;21.11.2006;Pohjois-Karjala
2823;0408312;Halijärvi;W;Vedenkorkeus;04.748;Satunnainen;25.10.1977;18.05.2005;Pohjois-Karjala
2824;0408330;Vaikkojärvi;W;Vedenkorkeus;04.752;Satunnainen;01.03.1974;21.11.2006;Pohjois-Karjala
2825;0408340;Saarijärvi;W;Vedenkorkeus;04.763;Satunnainen;25.10.1977;07.09.2004;Pohjois-Karjala
2827;0404840;Iso Polvijärvi;W;Vedenkorkeus;04.81;Satunnainen;17.10.1977;23.10.2006;Pohjois-Karjala
2828;0404870;Nisäjärvi;W;Vedenkorkeus;04.847;Satunnainen;22.02.1989;23.07.2004;Pohjois-Karjala
2829;0404880;Kuhnustanjärvi;W;Vedenkorkeus;04.851;Satunnainen;20.08.1947;11.05.2005;Pohjois-Karjala
2830;0402620;Ala-Kivilampi;W;Vedenkorkeus;04.914;Satunnainen;28.03.1993;08.09.2004;Pohjois-Karjala
1760;0402310;Ilomantsinjärvi;W;Vedenkorkeus;04.921;Satunnainen;01.01.1961;08.09.2004;Pohjois-Karjala
1761;0402320;Mekrijärvi;W;Vedenkorkeus;04.921;Satunnainen;01.01.1963;19.09.2011;Pohjois-Karjala
1759;0402300;Nuorajärvi, Oinassalmi;W;Vedenkorkeus;04.922;Satunnainen;01.01.1961;19.10.2015;Pohjois-Karjala
2831;0402110;Sysmä;W;Vedenkorkeus;04.925;Satunnainen;30.05.1977;18.10.2006;Pohjois-Karjala
2832;0402111;Syväjärvi;W;Vedenkorkeus;04.932;Satunnainen;27.05.1977;28.07.2004;Pohjois-Karjala
2833;0402112;Ilajanjärvi;W;Vedenkorkeus;04.933;Satunnainen;13.07.1961;17.10.2006;Pohjois-Karjala
2834;0402730;Suomunjärvi;W;Vedenkorkeus;04.962;Satunnainen;24.02.1993;29.07.2004;Pohjois-Karjala
2837;0402771;Harkkojärvi II;W;Vedenkorkeus;04.982;Satunnainen;26.05.1977;21.07.2004;Pohjois-Karjala
2838;0402772;Hattujärvi;W;Vedenkorkeus;04.983;Satunnainen;27.05.1977;28.07.2004;Pohjois-Karjala
2839;0402773;Harkkojärvi I;W;Vedenkorkeus;04.984;Satunnainen;26.05.1977;26.08.2004;Pohjois-Karjala
2840;0402330;Oskajärvi;W;Vedenkorkeus;04.992;Satunnainen;24.05.1994;20.07.2004;Pohjois-Karjala
3024;0900300;Väkevänjärvi;W;Vedenkorkeus;09.001;Satunnainen;06.04.1962;31.10.2025;Etelä-Karjala
2038;1406920;Sylvöjärvi;W;Vedenkorkeus;14.161;Satunnainen;01.01.1941;08.05.2014;Päijät-Häme
3138;1406921;Kymijärvi;W;Vedenkorkeus;14.164;Satunnainen;15.10.1960;01.11.2015;Päijät-Häme
3555;1406840;Tuusjärvi;W;Vedenkorkeus;14.173;Satunnainen;27.05.2014;27.05.2014;Päijät-Häme
3142;1406830;Viilajärvi;W;Vedenkorkeus;14.179;Satunnainen;21.04.1977;15.09.2024;Päijät-Häme
3143;1406820;Imjärvi;W;Vedenkorkeus;14.179;Satunnainen;21.04.1977;08.12.2013;Päijät-Häme
3042;1408810;Kaitajärvi;W;Vedenkorkeus;14.196;Satunnainen;31.08.1979;25.10.2025;Etelä-Karjala
3280;1405730;Sysmä, Artjärvi;W;Vedenkorkeus;14.221;Satunnainen;27.10.2004;13.08.2008;Päijät-Häme
3512;1405990;Auhjärvi;W;Vedenkorkeus;14.229;Satunnainen;09.04.1970;13.05.2013;Päijät-Häme
3156;1404740;Luonetjärvi;W;Vedenkorkeus;14.295;Satunnainen;01.01.2002;28.11.2023;Keski-Suomi
2896;1401220;Horonjärvi;W;Vedenkorkeus;14.715;Satunnainen;19.03.1973;30.04.2001;Pohjois-Savo
3153;1403621;Sääksjärvi;W;Vedenkorkeus;14.717;Satunnainen;;;Pohjois-Savo
2948;1403501;Pieksäjärvi;W;Vedenkorkeus;14.792;Satunnainen;27.12.1977;30.12.2013;Etelä-Savo
3141;1405720;Vanjärvi;W;Vedenkorkeus;14.813;Satunnainen;02.01.1970;10.10.2015;Päijät-Häme
2933;1408043;Peruvesi;W;Vedenkorkeus;14.916;Satunnainen;15.04.1976;31.12.2011;Etelä-Savo
2938;1408041;Pienivesi;W;Vedenkorkeus;14.917;Satunnainen;07.04.1970;31.08.2025;Etelä-Savo
3048;1407510;Mallosjärvi;W;Vedenkorkeus;14.927;Satunnainen;07.10.2002;30.04.2009;Etelä-Savo
2936;1407611;Korpijärvi;W;Vedenkorkeus;14.929;Satunnainen;03.10.1994;27.08.2022;Etelä-Savo
3396;1408411;Salajärvi;W;Vedenkorkeus;14.946;Satunnainen;02.01.1989;10.04.2018;Päijät-Häme
2934;1407424;Härkäjärvi;W;Vedenkorkeus;14.961;Satunnainen;03.01.1990;26.08.2013;Etelä-Savo
2947;1407425;Letvelampi;W;Vedenkorkeus;14.961;Satunnainen;03.01.1990;15.08.2013;Etelä-Savo
3409;1407433;Juvani;W;Vedenkorkeus;14.961;Satunnainen;30.05.2007;05.12.2014;Etelä-Savo
3408;1407431;Kutemajärvi;W;Vedenkorkeus;14.962;Satunnainen;21.05.2007;05.12.2014;Etelä-Savo
3185;1800600;Porvoonjoki,Strömsbergin voimalaitos;W;Vedenkorkeus;18.012;Satunnainen;01.01.1975;04.08.2014;Uusimaa
3471;1800900;Kuustjärvi;W;Vedenkorkeus;18.033;Satunnainen;15.05.1982;12.01.2010;Päijät-Häme
3501;1801000;Kylänjärvi;W;Vedenkorkeus;18.043;Satunnainen;18.11.2011;18.11.2011;Päijät-Häme
2957;1800800;Isojärvi eli Onkimaanjärvi;W;Vedenkorkeus;18.063;Satunnainen;04.05.1941;27.07.2022;Uusimaa
2124;1900300;Ridanfors;W;Vedenkorkeus;19.001;Satunnainen;01.01.1935;31.05.2002;Uusimaa
3186;1900120;Mustijoki, vesilaitos;W;Vedenkorkeus;19.001;Satunnainen;01.06.1973;31.03.2020;Uusimaa
3187;1900430;Kilpijärvi;W;Vedenkorkeus;19.007;Satunnainen;13.11.1983;28.12.2012;Uusimaa
3008;2000110;Byabäcken (Sipoonjoki);W;Vedenkorkeus;20.004;Satunnainen;08.01.1996;19.04.2021;Uusimaa
3123;2100220;Erkylän myllylampi;W;Vedenkorkeus;21.023;Satunnainen;03.09.2001;30.05.2004;Kanta-Häme
2128;2100121;Ala-Suolijärvi;W;Vedenkorkeus;21.033;Satunnainen;01.01.1970;31.07.2020;Uusimaa
2131;2100940;Sandbacka;W;Vedenkorkeus;21.045;Satunnainen;01.01.1971;30.09.2024;Uusimaa
3194;2100941;Mylly-Majalampi;W;Vedenkorkeus;21.045;Satunnainen;03.08.1970;31.12.2007;Uusimaa
2130;2100920;Valkjärvi;W;Vedenkorkeus;21.054;Satunnainen;01.11.1960;30.09.2024;Uusimaa
3266;2200670;Pikkalanjoki, joella;W;Vedenkorkeus;22.001;Satunnainen;01.01.1982;31.12.2011;Uusimaa
3267;2200680;Pikkalanjoki, merellä;W;Vedenkorkeus;22.001;Satunnainen;01.01.1982;31.12.2011;Uusimaa
2959;2300320;Vaskijärvi;W;Vedenkorkeus;23.056;Satunnainen;03.01.1984;29.12.2015;Uusimaa
3180;2300248;Pitkäjärvi, Nummenjoen pato;W;Vedenkorkeus;23.071;Satunnainen;01.04.1992;30.01.2005;Uusimaa
3189;2300312;Vihtilammi;W;Vedenkorkeus;23.093;Satunnainen;04.05.1979;21.12.2025;Uusimaa
2145;2300310;Sääksjärvi;W;Vedenkorkeus;23.097;Satunnainen;01.05.1959;02.03.2020;Uusimaa
3190;2300311;Sääksjärvi, Nurmijärvi;W;Vedenkorkeus;23.097;Satunnainen;26.06.1979;21.12.2025;Uusimaa
3195;2400100;Sikajärvi, pato;W;Vedenkorkeus;24.032;Satunnainen;24.04.1981;21.01.1999;Uusimaa
3198;2400110;Sikajärvi, Kärkelän voimalaitospato;W;Vedenkorkeus;24.032;Satunnainen;27.08.1979;21.01.1999;Uusimaa
3904;2403700;Enäjärvi, Lauttavesi;W;Vedenkorkeus;24.033;Satunnainen;15.07.2020;28.06.2025;Uusimaa
3102;2700111;Valkjärvi, etujärvi;W;Vedenkorkeus;27.043;Satunnainen;12.05.2002;31.08.2016;Kanta-Häme
