paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta
2019;1405800;Joutsjärvi;W;Vedenkorkeus;14.812;Lopetettu;01.01.1910;31.12.1993;Päijät-Häme
2020;1405900;Nuoramoisjärvi;W;Vedenkorkeus;14.811;Lopetettu;01.01.1910;31.12.1942;Päijät-Häme
2021;1406000;Päijänne, Sysmä;W;Vedenkorkeus;14.221;Lopetettu;01.01.1910;31.12.1993;Päijät-Häme
2022;1406010;Päijänne, etelä;W;Vedenkorkeus;14.221;Lopetettu;09.08.1940;31.01.1971;Päijät-Häme
2023;1406020;Päijänne, Padasjoki;W;Vedenkorkeus;14.221;Lopetettu;21.01.1971;20.01.2024;Päijät-Häme
2025;1406200;Vesijärvi, Vääksy, ylä;W;Vedenkorkeus;14.241;Lopetettu;03.07.1870;31.12.1995;Päijät-Häme
2026;1406220;Vääksynjoki;W;Vedenkorkeus;14.241;Lopetettu;01.04.1973;31.12.1982;Päijät-Häme
2027;1406300;Päijänne, Vääksy, ala;W;Vedenkorkeus;14.241;Lopetettu;01.01.1871;31.12.1995;Päijät-Häme
2028;1406400;Päijänne, Kopsuo;W;Vedenkorkeus;14.211;Lopetettu;01.01.1909;31.12.1942;Päijät-Häme
2029;1406500;Päijänne, Kalkkinen;W;Vedenkorkeus;14.211;Lopetettu;01.01.1879;31.12.1965;Päijät-Häme
2032;1406600;Kalkkinen, ala;W;Vedenkorkeus;14.141;Lopetettu;01.01.1879;31.12.1965;Päijät-Häme
2042;1407011;Eskola;W;Vedenkorkeus;14.122;Lopetettu;01.01.1970;30.06.1981;Päijät-Häme
2043;1407100;Iso-Käyrä;W;Vedenkorkeus;14.122;Lopetettu;01.01.1909;30.04.1949;Päijät-Häme
2046;1407200;Pyhäjärvi, Virtasalmi;W;Vedenkorkeus;14.121;Lopetettu;01.01.1901;30.06.1992;Päijät-Häme
2047;1407300;Pyhäjärvi, Jaala;W;Vedenkorkeus;14.121;Lopetettu;10.09.1908;31.12.1962;Kymenlaakso
2051;1407500;Puulavesi, pohj.;W;Vedenkorkeus;14.923;Lopetettu;01.01.1910;31.12.1997;Etelä-Savo
2052;1407600;Puulavesi, Otava;W;Vedenkorkeus;14.923;Lopetettu;03.06.1909;31.12.1990;Etelä-Savo
2054;1407800;Ryökäsvesi, Hirvensalmi;W;Vedenkorkeus;14.922;Lopetettu;01.01.1885;31.12.1966;Etelä-Savo
2056;1407820;Liekune;W;Vedenkorkeus;14.922;Lopetettu;01.01.1927;31.12.1941;Etelä-Savo
2058;1407900;Tuusjärvi, Tuustaipale, ylä;W;Vedenkorkeus;14.914;Lopetettu;27.05.1909;31.12.1995;Etelä-Savo
2060;1408050;Saittalampi;W;Vedenkorkeus;14.916;Lopetettu;01.04.1979;27.04.2020;Etelä-Savo
2063;1408300;Vuohijärvi, Hillosensalmi;W;Vedenkorkeus;14.981;Lopetettu;25.05.1909;30.06.1992;Kymenlaakso
2070;1408500;Pyhäjärvi, Saukkola;W;Vedenkorkeus;14.121;Lopetettu;01.01.1910;31.05.1932;Kymenlaakso
2071;1408600;Voikkaa, ylä;W;Vedenkorkeus;14.121;Lopetettu;01.01.1909;31.12.1922;Kymenlaakso
2073;1408700;Voikkaa, ala;W;Vedenkorkeus;14.115;Lopetettu;16.09.1908;31.12.1922;Kymenlaakso
2076;1409000;Immasenjärvi;W;Vedenkorkeus;14.183;Lopetettu;24.08.1909;29.02.1948;Kymenlaakso
2077;1409010;Tirvanjärvi;W;Vedenkorkeus;14.182;Lopetettu;01.01.1961;31.12.1964;Kymenlaakso
2078;1409100;Haukkajärvi;W;Vedenkorkeus;14.182;Lopetettu;01.01.1910;31.12.1960;Kymenlaakso
2081;1409200;Lappalanjärvi;W;Vedenkorkeus;14.181;Lopetettu;07.08.1909;31.12.1937;Kymenlaakso
2082;1409210;Harju;W;Vedenkorkeus;14.181;Lopetettu;10.06.1901;31.12.1938;Kymenlaakso
2086;1409400;Kuusankoski, ala;W;Vedenkorkeus;14.114;Lopetettu;22.09.1908;31.12.1925;Kymenlaakso
2088;1409500;Keltti, ylä;W;Vedenkorkeus;14.114;Lopetettu;01.01.1910;31.12.1940;Kymenlaakso
2089;1409510;Keltti, ylä;W;Vedenkorkeus;14.114;Lopetettu;12.07.1900;31.12.1904;Kymenlaakso
2097;1410100;Huruksela;W;Vedenkorkeus;14.111;Lopetettu;01.01.1910;30.06.1992;Kymenlaakso
2098;1410110;Susikoski;W;Vedenkorkeus;14.111;Lopetettu;01.01.1934;31.12.2007;Kymenlaakso
2100;1410210;Ahvio, ala;W;Vedenkorkeus;14.111;Lopetettu;15.08.1900;31.12.1902;Kymenlaakso
2101;1410300;Ahvio, ala;W;Vedenkorkeus;14.111;Lopetettu;08.09.1909;28.03.1983;Kymenlaakso
2103;1410410;Ruhakoski;W;Vedenkorkeus;14.111;Lopetettu;12.02.1931;29.02.1984;Kymenlaakso
2104;1410500;Pernoo, ala;W;Vedenkorkeus;14.111;Lopetettu;14.09.1909;30.06.1992;Kymenlaakso
2106;1410700;Sutela;W;Vedenkorkeus;14.111;Lopetettu;16.09.1909;30.06.1992;Kymenlaakso
2107;1410800;Hirvikoski;W;Vedenkorkeus;14.111;Lopetettu;01.01.1910;31.12.1932;Kymenlaakso
2108;1410810;Hirvivuolle, ylä;W;Vedenkorkeus;14.111;Lopetettu;01.01.1933;30.09.1982;Kymenlaakso
2109;1410820;Hirvivuolle, ala;W;Vedenkorkeus;14.111;Lopetettu;07.04.1932;24.11.2000;Kymenlaakso
2112;1410920;Villikkalanjoki, Joensuu;W;Vedenkorkeus;14.116;Lopetettu;01.01.1952;31.12.1965;Kymenlaakso
2113;1410930;Villikkalanjoki, Ahola;W;Vedenkorkeus;14.116;Lopetettu;01.03.1966;15.07.1988;Kymenlaakso
2114;1410940;Villikkalanjoki, Raussila;W;Vedenkorkeus;14.116;Lopetettu;01.01.1970;31.08.1979;Kymenlaakso
2116;1411120;Strömfors, ala;W;Vedenkorkeus;14.111;Lopetettu;01.01.1926;31.12.1971;Uusimaa
2119;1600400;Rosilampi;W;Vedenkorkeus;16.002;Lopetettu;13.02.1958;31.12.1990;Uusimaa
2120;1800200;Kukonkoski;W;Vedenkorkeus;18.051;Lopetettu;01.01.1982;31.08.1992;Päijät-Häme
2121;1800300;Patomäenkoski;W;Vedenkorkeus;18.042;Lopetettu;01.01.1993;31.12.1995;Päijät-Häme
2134;2101510;Hanaböle;W;Vedenkorkeus;21.091;Lopetettu;01.01.1941;31.12.1968;Uusimaa
2136;2101700;Oulunkylä;W;Vedenkorkeus;21.011;Lopetettu;01.01.1912;30.11.1973;Uusimaa
2137;2200300;Palojärvi;W;Vedenkorkeus;22.003;Lopetettu;20.10.1910;31.08.1968;Uusimaa
2139;2200610;Siuntionjoki;W;Vedenkorkeus;22.001;Lopetettu;01.01.1969;14.08.1975;Uusimaa
2142;2300140;Keritty;W;Vedenkorkeus;23.054;Lopetettu;01.01.1971;31.12.1992;Kanta-Häme
2144;2300160;Sakara;W;Vedenkorkeus;23.052;Lopetettu;01.01.1971;31.12.1995;Kanta-Häme
2147;2300510;Hiidenvesi;W;Vedenkorkeus;23.031;Lopetettu;06.02.1958;30.06.1983;Uusimaa
2148;2300800;Sitarla;W;Vedenkorkeus;23.061;Lopetettu;01.01.1913;31.12.1990;Uusimaa
2150;2300910;Lohjanjärvi, Bällby;W;Vedenkorkeus;23.021;Lopetettu;01.08.1929;31.12.1989;Uusimaa
2151;2300930;Åkerfors, ala;W;Vedenkorkeus;23.012;Lopetettu;01.01.1938;31.12.1994;Uusimaa
2152;2400300;Koski, ylä;W;Vedenkorkeus;24.021;Lopetettu;01.01.1970;31.12.1987;Varsinais-Suomi
2153;2400400;Koski, ala;W;Vedenkorkeus;24.012;Lopetettu;01.01.1963;31.10.1998;Varsinais-Suomi
2155;2700100;Somero;W;Vedenkorkeus;27.032;Lopetettu;01.01.1963;31.12.1984;Varsinais-Suomi
2323;4700310;Lappajärvi, Halkosaari;W;Vedenkorkeus;47.031;Lopetettu;16.02.1939;31.12.1963;Etelä-Pohjanmaa
2325;4700410;Evijärvi, Kivisilta;W;Vedenkorkeus;47.021;Lopetettu;01.11.1932;30.04.1995;Etelä-Pohjanmaa
2329;4900240;Halsuanjoki, Polso;W;Vedenkorkeus;49.032;Lopetettu;01.07.1978;30.06.1992;Keski-Pohjanmaa
2331;4900400;Pelon silta;W;Vedenkorkeus;49.021;Lopetettu;01.01.1962;31.12.1982;Pohjanmaa
2333;4900500;Perho;W;Vedenkorkeus;49.012;Lopetettu;01.01.1912;31.12.1981;Keski-Pohjanmaa
2335;5000400;Jatkojoki;W;Vedenkorkeus;50.001;Lopetettu;01.01.1930;29.02.1964;Keski-Pohjanmaa
2337;5100300;Kannus;W;Vedenkorkeus;51.021;Lopetettu;05.08.1910;31.05.1975;Keski-Pohjanmaa
2339;5300100;Reisjärvi;W;Vedenkorkeus;53.053;Lopetettu;01.04.1912;31.12.1963;Pohjois-Pohjanmaa
2341;5300210;Haapajärvi;W;Vedenkorkeus;53.043;Lopetettu;01.01.1952;31.12.1963;Pohjois-Pohjanmaa
2344;5300500;Raudaskoski;W;Vedenkorkeus;53.032;Lopetettu;01.04.1912;31.12.1978;Pohjois-Pohjanmaa
2345;5300510;Raudaskoski;W;Vedenkorkeus;53.032;Lopetettu;01.08.1978;27.08.1979;Pohjois-Pohjanmaa
2346;5300600;Ylivieska;W;Vedenkorkeus;53.022;Lopetettu;14.09.1911;28.02.1981;Pohjois-Pohjanmaa
2347;5300700;Alavieska;W;Vedenkorkeus;53.022;Lopetettu;01.01.1913;31.12.1932;Pohjois-Pohjanmaa
2348;5300710;Alavieska;W;Vedenkorkeus;53.022;Lopetettu;01.07.1912;31.12.1979;Pohjois-Pohjanmaa
2350;5300800;Tynkä;W;Vedenkorkeus;53.012;Lopetettu;01.01.1911;31.12.1990;Pohjois-Pohjanmaa
2351;5301100;Vääräjoki, Rautio;W;Vedenkorkeus;53.091;Lopetettu;29.04.1913;31.12.1993;Pohjois-Pohjanmaa
2353;5400110;Pyhäjärvi, etelä;W;Vedenkorkeus;54.044;Lopetettu;24.09.1986;30.04.1992;Pohjois-Pohjanmaa
2354;5400120;Kuppaankoski;W;Vedenkorkeus;54.044;Lopetettu;01.01.1937;26.02.1959;Pohjois-Pohjanmaa
2356;5400210;Mieluskoski;W;Vedenkorkeus;54.022;Lopetettu;01.09.1979;30.06.1992;Pohjois-Pohjanmaa
2357;5400220;Haapakoski;W;Vedenkorkeus;54.031;Lopetettu;01.09.1993;31.12.1995;Pohjois-Pohjanmaa
2358;5400300;Napurinkallio;W;Vedenkorkeus;54.012;Lopetettu;22.06.1933;30.04.1971;Pohjois-Pohjanmaa
2359;5400400;Pyhänkoski;W;Vedenkorkeus;54.012;Lopetettu;01.01.1912;21.11.1984;Pohjois-Pohjanmaa
2362;5700200;Sipola;W;Vedenkorkeus;57.022;Lopetettu;26.10.1935;31.12.1970;Pohjois-Pohjanmaa
2364;5700300;Mankila;W;Vedenkorkeus;57.021;Lopetettu;01.11.1935;31.12.1974;Pohjois-Pohjanmaa
2370;5900200;Kiantajärvi, Suomussalmi;W;Vedenkorkeus;59.511;Lopetettu;01.01.1896;31.12.1962;Kainuu
2371;5900210;Kiantajärvi, Ämmänsaari;W;Vedenkorkeus;59.511;Lopetettu;01.01.1951;31.12.1957;Kainuu
2373;5900340;Iso Parvajärvi;W;Vedenkorkeus;59.651;Lopetettu;05.02.1976;19.06.2018;Kainuu
2376;5900500;Niemelänjärvi;W;Vedenkorkeus;59.721;Lopetettu;01.04.1951;17.06.1975;Kainuu
2382;5901000;Iijärvi;W;Vedenkorkeus;59.412;Lopetettu;01.01.1947;31.12.1967;Kainuu
2388;5901830;Alasjärvi;W;Vedenkorkeus;59.976;Lopetettu;12.10.1976;31.12.1993;Kainuu
2390;5902000;Lammasjärvi;W;Vedenkorkeus;59.912;Lopetettu;01.01.1896;31.12.1940;Kainuu
2392;5902110;Murtosalmi;W;Vedenkorkeus;59.941;Lopetettu;20.11.1938;31.03.1981;Kainuu
2393;5902200;Ontojärvi, Tervasalmi;W;Vedenkorkeus;59.911;Lopetettu;01.01.1912;31.12.1965;Kainuu
2395;5902230;Ontojärvi, Katerma;W;Vedenkorkeus;59.911;Lopetettu;15.11.1950;30.04.1981;Kainuu
2396;5902300;Iso-Kiimanen;W;Vedenkorkeus;59.823;Lopetettu;16.07.1910;30.01.1964;Kainuu
2398;5902500;Nuasjärvi, itä;W;Vedenkorkeus;59.811;Lopetettu;01.01.1896;15.10.1998;Kainuu
2401;5902700;Koivukoski, ylä;W;Vedenkorkeus;59.811;Lopetettu;01.01.1896;31.12.1995;Kainuu
2402;5902900;Ämmäkoski, ylä;W;Vedenkorkeus;59.331;Lopetettu;01.05.1891;31.12.1912;Kainuu
2403;5903100;Kajaani;W;Vedenkorkeus;59.331;Lopetettu;22.07.1910;31.12.1990;Kainuu
2404;5903200;Oulujärvi, Jormua;W;Vedenkorkeus;59.331;Lopetettu;04.06.1938;31.12.1969;Kainuu
2406;5903300;Oulujärvi, Vuolijoki;W;Vedenkorkeus;59.321;Lopetettu;01.06.1938;31.12.1963;Kainuu
2407;5903320;Oulujärvi, Manamansalo;W;Vedenkorkeus;59.311;Lopetettu;01.01.1970;31.12.1992;Pohjois-Pohjanmaa
2411;5903500;Vaala;W;Vedenkorkeus;59.311;Lopetettu;01.01.1896;19.10.1950;Pohjois-Pohjanmaa
2412;5903530;Alajärvi;W;Vedenkorkeus;59.261;Lopetettu;17.05.1949;31.12.1952;Pohjois-Pohjanmaa
2413;5904000;Sotkajärvi;W;Vedenkorkeus;59.131;Lopetettu;28.07.1910;31.12.1966;Pohjois-Pohjanmaa
2414;5904200;Muhos;W;Vedenkorkeus;59.112;Lopetettu;16.06.1910;31.12.1961;Pohjois-Pohjanmaa
2417;6000160;Auhojärvi;W;Vedenkorkeus;60.083;Lopetettu;11.01.1977;31.12.1993;Kainuu
2419;6000300;Kiiminki;W;Vedenkorkeus;60.011;Lopetettu;01.02.1962;31.08.1991;Pohjois-Pohjanmaa
2421;6100110;Poussunjärvi;W;Vedenkorkeus;61.333;Lopetettu;01.01.1961;31.12.1994;Pohjois-Pohjanmaa
2422;6100120;Keski-Kero;W;Vedenkorkeus;61.322;Lopetettu;01.01.1961;31.12.1965;Pohjois-Pohjanmaa
2424;6100210;Irnijärvi, Runtti;W;Vedenkorkeus;61.313;Lopetettu;01.01.1960;31.12.1964;Pohjois-Pohjanmaa
2427;6100240;Kurtinjärvi;W;Vedenkorkeus;61.392;Lopetettu;01.04.1980;30.04.1992;Pohjois-Pohjanmaa
2429;6100310;Kuoliojoki;W;Vedenkorkeus;61.671;Lopetettu;01.01.1965;30.04.1970;Pohjois-Pohjanmaa
2430;6100320;Kuoliojoki;W;Vedenkorkeus;61.671;Lopetettu;04.05.1970;31.12.1990;Pohjois-Pohjanmaa
2432;6100400;Koitijärvi;W;Vedenkorkeus;61.612;Lopetettu;01.10.1955;31.12.1991;Pohjois-Pohjanmaa
2434;6100610;Naamankajärvi;W;Vedenkorkeus;61.761;Lopetettu;08.08.1960;19.06.2018;Kainuu
2435;6100614;Näljänkäjärvi;W;Vedenkorkeus;61.771;Lopetettu;01.02.1977;31.12.1994;Kainuu
2437;6100630;Korvuanjärvi;W;Vedenkorkeus;61.753;Lopetettu;26.02.1960;18.06.2018;Kainuu
2440;6100900;Kurenalus;W;Vedenkorkeus;61.211;Lopetettu;01.01.1956;12.05.1975;Pohjois-Pohjanmaa
2441;6100910;Kurenalus;W;Vedenkorkeus;61.211;Lopetettu;08.10.1975;30.06.1985;Pohjois-Pohjanmaa
2443;6101200;Livojoki, Hanhikoski;W;Vedenkorkeus;61.512;Lopetettu;08.09.1959;31.08.1970;Pohjois-Pohjanmaa
2445;6101400;Kipinä;W;Vedenkorkeus;61.124;Lopetettu;20.09.1955;31.12.1995;Pohjois-Pohjanmaa
2447;6101700;Yli-Ii;W;Vedenkorkeus;61.121;Lopetettu;21.09.1959;31.12.1967;Pohjois-Pohjanmaa
2448;6101800;Maalismaa;W;Vedenkorkeus;61.121;Lopetettu;01.01.1968;31.12.1991;Pohjois-Pohjanmaa
2449;6101900;Merikoski;W;Vedenkorkeus;84V107;Lopetettu;01.01.1911;20.06.1971;Pohjois-Pohjanmaa
2451;6300200;Kuivaniemi;W;Vedenkorkeus;63.011;Lopetettu;01.01.1912;31.12.1979;Pohjois-Pohjanmaa
2454;6400300;Portimonsalmi;W;Vedenkorkeus;64.033;Lopetettu;03.05.1961;31.12.1995;Lappi
2456;6400400;Simo;W;Vedenkorkeus;64.012;Lopetettu;10.04.1912;31.12.1963;Lappi
2459;6500240;Angeljoki;W;Vedenkorkeus;65.929;Lopetettu;13.10.1976;31.12.1988;Lappi
2464;6500500;Kitinen, Kairala;W;Vedenkorkeus;65.812;Lopetettu;19.08.1921;31.12.1960;Lappi
2465;6500510;Kitinen, Kokkosniva;W;Vedenkorkeus;65.813;Lopetettu;22.03.1959;31.12.1989;Lappi
2470;6501500;Yli-Suolijärvi;W;Vedenkorkeus;65.393;Lopetettu;06.04.1948;31.12.1959;Lappi
2472;6501600;Ala-Suolijärvi;W;Vedenkorkeus;65.392;Lopetettu;02.04.1948;29.08.1973;Lappi
2477;6502011;Kemijärvi, Luusua;W;Vedenkorkeus;65.311;Lopetettu;01.01.1950;31.12.1965;Lappi
2479;6502040;Lautasalmi;W;Vedenkorkeus;65.311;Lopetettu;12.03.1954;31.12.1964;Lappi
3905;6501510;Yli-Suolijärvi;W;Vedenkorkeus;65.393;Lopetettu;01.05.1959;30.06.1976;Lappi
3860;4200435;Jouttikoski, Testiasema;W;Vedenkorkeus;42.072;Lopetettu;07.04.2021;05.05.2021;Etelä-Pohjanmaa
3816;2701400;Paimion Vähäjoki;W;Vedenkorkeus;27.014;Lopetettu;22.01.2020;17.10.2025;Varsinais-Suomi
2489;6502150;Juottaan tekojärvi;W;Vedenkorkeus;65.271;Lopetettu;01.01.1970;30.09.2015;Lappi
2490;6502200;Viiri;W;Vedenkorkeus;65.212;Lopetettu;15.08.1918;31.12.1967;Lappi
2493;6502500;Olkkajärvi;W;Vedenkorkeus;65.712;Lopetettu;01.11.1949;31.12.1969;Lappi
2500;6503400;Ounasjoki,;W;Vedenkorkeus;65.523;Lopetettu;27.11.1940;31.12.1964;Lappi
2503;6503700;Ounasjoki, Marraskoski;W;Vedenkorkeus;65.521;Lopetettu;01.01.1919;31.10.1970;Lappi
2505;6503800;Ounaskoski, ylä;W;Vedenkorkeus;65.211;Lopetettu;09.02.1935;28.02.1996;Lappi
2508;6504030;Rautionsuvanto;W;Vedenkorkeus;65.131;Lopetettu;15.04.1946;31.12.1965;Lappi
2511;6504080;Narkauskoski, ylä;W;Vedenkorkeus;65.121;Lopetettu;14.09.1940;29.12.1963;Lappi
2512;6504088;Narkauskoski, ylä;W;Vedenkorkeus;65.121;Lopetettu;01.01.1971;30.04.1977;Lappi
2514;6504222;Ossauskoski, ala;W;Vedenkorkeus;65.112;Lopetettu;01.01.1968;31.12.1970;Lappi
2516;6504244;Paakkola;W;Vedenkorkeus;65.112;Lopetettu;21.09.1949;19.01.1963;Lappi
2517;6504250;Taivalkoski, ylä;W;Vedenkorkeus;65.112;Lopetettu;27.09.1940;30.11.1967;Lappi
2520;6504420;Isohaara, ala;W;Vedenkorkeus;65.111;Lopetettu;01.01.1970;29.02.1992;Lappi
2523;6700300;Könkämäeno, Ropinsalmi;W;Vedenkorkeus;67.67;Lopetettu;01.07.1971;31.12.1990;Lappi
2524;6700400;Könkämäeno, Luspajärämä;W;Vedenkorkeus;67.61;Lopetettu;01.07.1971;31.12.1990;Lappi
2525;6700420;Rommaeno;W;Vedenkorkeus;67.761;Lopetettu;01.07.1971;31.08.1977;Lappi
2526;6700440;Poroeno, Munnikurkkio;W;Vedenkorkeus;67.73;Lopetettu;01.07.1971;31.05.1979;Lappi
2527;6700500;Muonionjoki, Kaaresuvanto;W;Vedenkorkeus;67.531;Lopetettu;26.08.1958;22.10.1963;Lappi
2529;6700540;Palojoki;W;Vedenkorkeus;67.571;Lopetettu;01.07.1971;30.06.1992;Lappi
2530;6700600;Muonionjoki, Kätkäsuvanto;W;Vedenkorkeus;67.431;Lopetettu;01.07.1971;30.11.1989;Lappi
2531;6700700;Jerisjärvi;W;Vedenkorkeus;67.473;Lopetettu;12.09.1938;12.08.2015;Lappi
2533;6701000;Äkäsjoensuu;W;Vedenkorkeus;67.341;Lopetettu;04.09.1958;30.06.1992;Lappi
2534;6701100;Ylläsjoki;W;Vedenkorkeus;67.371;Lopetettu;24.09.1960;31.12.1972;Lappi
2537;6701600;Kattilakoski;W;Vedenkorkeus;67.211;Lopetettu;01.09.1937;31.12.1964;Lappi
2542;6702000;Portimojärvi;W;Vedenkorkeus;67.912;Lopetettu;28.04.1936;31.07.1986;Lappi
2543;6702010;Törmäslompolo;W;Vedenkorkeus;67.913;Lopetettu;01.01.1961;30.06.1988;Lappi
2545;6702020;Lohijärvi;W;Vedenkorkeus;67.922;Lopetettu;01.01.1963;31.12.1984;Lappi
2546;6702100;Vuennonkoski;W;Vedenkorkeus;67.131;Lopetettu;01.01.1960;31.12.1990;Lappi
2549;6702300;Liakanjoki;W;Vedenkorkeus;67.111;Lopetettu;14.09.1958;31.12.1993;Lappi
2550;6702510;Tornio;W;Vedenkorkeus;67.111;Lopetettu;01.01.1938;31.12.1995;Lappi
2558;7101000;Ukonjärvi;W;Vedenkorkeus;71.111;Lopetettu;23.07.1951;31.12.1995;Lappi
2560;7101300;Ivalojoki, Toloskoski;W;Vedenkorkeus;71.413;Lopetettu;01.08.1921;31.12.1980;Lappi
2563;7101600;Inari, Kessivuono;W;Vedenkorkeus;71.111;Lopetettu;24.07.1925;29.02.1980;Lappi
2566;7101900;Paatsjoki, Teproköngäs;W;Vedenkorkeus;71.;Lopetettu;01.01.1944;30.04.1951;Lappi
2567;7200100;Yli-Nuortti;W;Vedenkorkeus;72.044;Lopetettu;01.01.1987;31.05.1992;Lappi
2572;7300230;Yli-Kitka, Honkasalmi;W;Vedenkorkeus;73.025;Lopetettu;26.08.1986;31.12.1993;Lappi
2573;7300300;Ylä-Juumajärvi;W;Vedenkorkeus;73.022;Lopetettu;01.01.1968;30.06.1992;Pohjois-Pohjanmaa
2574;7301100;Vuotunki;W;Vedenkorkeus;73.042;Lopetettu;01.01.1963;31.12.1995;Pohjois-Pohjanmaa
2576;7301800;Suininki;W;Vedenkorkeus;73.043;Lopetettu;01.07.1971;31.12.1993;Pohjois-Pohjanmaa
2577;7400200;Kuusamojärvi;W;Vedenkorkeus;74.031;Lopetettu;01.01.1938;31.12.1996;Pohjois-Pohjanmaa
2579;8203000;Lemström;W;Vedenkorkeus;94.11;Lopetettu;01.01.1970;31.12.1988;Ahvenanmaa
2610;5900181;Hamppusperä;W;Vedenkorkeus;59.541;Lopetettu;31.12.1980;30.11.2007;Kainuu
2611;5900182;Itäjärvi;W;Vedenkorkeus;59.546;Lopetettu;31.12.1980;22.08.2005;Kainuu
2612;5900183;Pieni-Pesiöjärvi;W;Vedenkorkeus;59.542;Lopetettu;30.03.1981;22.08.2005;Kainuu
2613;5900184;Mustajärvi;W;Vedenkorkeus;59.543;Lopetettu;31.12.1980;31.08.2005;Kainuu
2614;5900185;Lapinlampi;W;Vedenkorkeus;59.542;Lopetettu;31.12.1980;30.11.2007;Kainuu
2615;5900186;Vaatojärvi;W;Vedenkorkeus;59.541;Lopetettu;30.11.1980;01.08.2001;Kainuu
2616;5900187;Rapuanlampi;W;Vedenkorkeus;59.544;Lopetettu;27.01.1990;31.12.2009;Kainuu
2617;5900188;Tuomijoki;W;Vedenkorkeus;59.544;Lopetettu;17.04.1991;22.08.2005;Kainuu
2618;5902131;Alajärvi;W;Vedenkorkeus;59.991;Lopetettu;02.04.1984;09.02.1994;Kainuu
2619;5900101;Iijärvi;W;Vedenkorkeus;59.531;Lopetettu;15.01.1991;23.05.1993;Pohjois-Pohjanmaa
2620;5901301;Iivantiira;W;Vedenkorkeus;59.922;Lopetettu;03.04.1984;16.08.1984;Kainuu
2621;5902281;Iso-tipasjärvi;W;Vedenkorkeus;59.853;Lopetettu;14.12.1982;30.11.1985;Kainuu
2622;5901601;Juolunkajärvi;W;Vedenkorkeus;59.952;Lopetettu;30.12.1988;19.12.1991;Kainuu
2623;5902121;Jämäsjärvi;W;Vedenkorkeus;59.981;Lopetettu;03.04.1984;15.08.1984;Kainuu
2624;5901121;Kaihlanen;W;Vedenkorkeus;59.342;Lopetettu;20.10.1988;03.11.1999;Pohjois-Pohjanmaa
2625;5901611;Kaurojärvi;W;Vedenkorkeus;59.953;Lopetettu;04.01.1989;01.12.1991;Kainuu
2626;5901401;Luulajanjärvi;W;Vedenkorkeus;59.962;Lopetettu;04.04.1984;15.08.1984;Kainuu
2627;5902541;Särämäjärvi;W;Vedenkorkeus;59.813;Lopetettu;19.12.1990;22.09.1993;Kainuu
2628;5901612;Veräinen;W;Vedenkorkeus;59.953;Lopetettu;10.01.1989;08.12.1991;Kainuu
2629;5900189;Heinäjoki;W;Vedenkorkeus;59.545;Lopetettu;11.06.1993;30.06.2003;Kainuu
2630;5901211;Mainuanjärvi;W;Vedenkorkeus;59.371;Lopetettu;02.01.1955;30.05.1983;Kainuu
2631;5903441;Paatinjärvi;W;Vedenkorkeus;59.265;Lopetettu;08.02.1989;13.01.2001;Pohjois-Pohjanmaa
2632;6000111;Ristijärvi;W;Vedenkorkeus;60.052;Lopetettu;07.02.1985;31.12.1994;Kainuu
2633;6000112;Vihajärvi;W;Vedenkorkeus;60.053;Lopetettu;03.02.1987;29.12.1994;Kainuu
2634;6100641;Askanjärvi;W;Vedenkorkeus;61.782;Lopetettu;14.07.1988;27.12.1992;Kainuu
2635;6100602;Harjajärvi;W;Vedenkorkeus;61.762;Lopetettu;13.07.1988;12.05.1993;Kainuu
2636;6100612;Hietajärvi;W;Vedenkorkeus;61.732;Lopetettu;20.07.1988;08.05.1993;Kainuu
2637;6100604;Jokijärvi;W;Vedenkorkeus;61.762;Lopetettu;05.07.1988;15.12.1992;Kainuu
2638;6100603;Kaihlanen;W;Vedenkorkeus;61.762;Lopetettu;05.07.1988;15.12.1992;Kainuu
2639;6100601;Leväjärvi;W;Vedenkorkeus;61.762;Lopetettu;13.07.1988;12.05.1993;Kainuu
2640;6100611;Lylyjärvi;W;Vedenkorkeus;61.732;Lopetettu;06.07.1988;07.05.1993;Kainuu
2652;8201000;Myllyjärvi;W;Vedenkorkeus;82.058;Lopetettu;26.01.1988;28.01.2011;Varsinais-Suomi
2653;3509330;Loimijoki, Tammiaisten silta;W;Vedenkorkeus;35.914;Lopetettu;10.04.1969;29.06.2002;Varsinais-Suomi
2655;3509340;Loimijoki, Tamareen silta;W;Vedenkorkeus;35.914;Lopetettu;19.12.1960;31.01.2011;Satakunta
2656;8300200;Kaljasjärvi;W;Vedenkorkeus;83.012;Lopetettu;09.10.1980;31.10.2010;Varsinais-Suomi
2657;3100100;Elijärvi;W;Vedenkorkeus;31.003;Lopetettu;15.09.1960;31.12.2009;Varsinais-Suomi
2665;3600330;Ruokojärvi;W;Vedenkorkeus;36.027;Lopetettu;01.01.1972;22.12.2020;Satakunta
2666;3600900;Hirvijärvi;W;Vedenkorkeus;36.062;Lopetettu;01.01.1963;26.12.2009;Satakunta
2668;3600210;Karvianjoki,Vahokoski, Kuusela;W;Vedenkorkeus;36.033;Lopetettu;01.01.1967;10.11.2009;Satakunta
2673;3509710;Vesikoski;W;Vedenkorkeus;35.922;Lopetettu;01.01.2000;31.12.2005;Varsinais-Suomi
