paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN;KoordErTmIta;KoordErTmPohj
2398;5902500;Nuasjärvi, itä;W;Vedenkorkeus;59.811;Lopetettu;01.01.1896;15.10.1998;Kainuu;13595;13566;13535;;;560497;7115617
2401;5902700;Koivukoski, ylä;W;Vedenkorkeus;59.811;Lopetettu;01.01.1896;31.12.1995;Kainuu;63;;0;;;535734;7122315
2402;5902900;Ämmäkoski, ylä;W;Vedenkorkeus;59.331;Lopetettu;01.05.1891;31.12.1912;Kainuu;12703;;12640;;;535407;7122839
2403;5903100;Kajaani;W;Vedenkorkeus;59.331;Lopetettu;22.7.1910;31.12.1990;Kainuu;12108;12078;12044;;;535192;7122910
2404;5903200;Oulujärvi, Jormua;W;Vedenkorkeus;59.331;Lopetettu;4.6.1938;31.12.1969;Kainuu;12154;12124;12087;;;548404;7130516
2406;5903300;Oulujärvi, Vuolijoki;W;Vedenkorkeus;59.321;Lopetettu;1.6.1938;31.12.1963;Kainuu;12160;12127;12092;;;495214;7126288
2407;5903320;Oulujärvi, Manamansalo;W;Vedenkorkeus;59.311;Lopetettu;1.1.1970;31.12.1992;Pohjois-Pohjanmaa;12140;12108;;;;507970;7141838
2411;5903500;Vaala;W;Vedenkorkeus;59.311;Lopetettu;01.01.1896;19.10.1950;Pohjois-Pohjanmaa;12155;;12083;;;491492;7158959
2412;5903530;Alajärvi;W;Vedenkorkeus;59.261;Lopetettu;17.5.1949;31.12.1952;Pohjois-Pohjanmaa;72;;0;;;490406;7163682
2413;5904000;Sotkajärvi;W;Vedenkorkeus;59.131;Lopetettu;28.7.1910;31.12.1966;Pohjois-Pohjanmaa;6924;;6855;;;464936;7185325
2414;5904200;Muhos;W;Vedenkorkeus;59.112;Lopetettu;16.6.1910;31.12.1961;Pohjois-Pohjanmaa;1115;1077;1043;;;447967;7193088
2417;6000160;Auhojärvi;W;Vedenkorkeus;60.083;Lopetettu;11.1.1977;31.12.1993;Kainuu;13561;13527;;;;525381;7206455
2419;6000300;Kiiminki;W;Vedenkorkeus;60.011;Lopetettu;1.2.1962;31.8.1991;Pohjois-Pohjanmaa;3655;3615;;3603;;443257;7223510
2421;6100110;Poussunjärvi;W;Vedenkorkeus;61.333;Lopetettu;1.1.1961;31.12.1994;Pohjois-Pohjanmaa;24980;24951;;24938;;605926;7299415
2422;6100120;Keski-Kero;W;Vedenkorkeus;61.322;Lopetettu;1.1.1961;31.12.1965;Pohjois-Pohjanmaa;23589;23559;;23546;;604181;7285616
2424;6100210;Irnijärvi, Runtti;W;Vedenkorkeus;61.313;Lopetettu;1.1.1960;31.12.1964;Pohjois-Pohjanmaa;23368;23337;;23324;;588566;7271507
2427;6100240;Kurtinjärvi;W;Vedenkorkeus;61.392;Lopetettu;1.4.1980;30.4.1992;Pohjois-Pohjanmaa;22520;22488;;;;556688;7258682
2429;6100310;Kuoliojoki;W;Vedenkorkeus;61.671;Lopetettu;1.1.1965;30.4.1970;Pohjois-Pohjanmaa;22520;22488;;;;568962;7301925
2430;6100320;Kuoliojoki;W;Vedenkorkeus;61.671;Lopetettu;4.5.1970;31.12.1990;Pohjois-Pohjanmaa;23725;23693;;;;569374;7301925
2432;6100400;Koitijärvi;W;Vedenkorkeus;61.612;Lopetettu;1.10.1955;31.12.1991;Pohjois-Pohjanmaa;32;0;;;;563887;7281503
2434;6100610;Naamankajärvi;W;Vedenkorkeus;61.761;Lopetettu;8.8.1960;19.6.2018;Kainuu;17264;17232;;;;558541;7220613
2435;6100614;Näljänkäjärvi;W;Vedenkorkeus;61.771;Lopetettu;1.2.1977;31.12.1994;Kainuu;18503;18472;;;;566191;7215705
2437;6100630;Korvuanjärvi;W;Vedenkorkeus;61.753;Lopetettu;26.2.1960;18.6.2018;Kainuu;24147;24116;;;;577393;7248281
2440;6100900;Kurenalus;W;Vedenkorkeus;61.211;Lopetettu;1.1.1956;12.5.1975;Pohjois-Pohjanmaa;11831;11796;11758;;;506543;7247564
2441;6100910;Kurenalus;W;Vedenkorkeus;61.211;Lopetettu;8.10.1975;30.6.1985;Pohjois-Pohjanmaa;11482;11447;;;;504311;7247373
2443;6101200;Livojoki, Hanhikoski;W;Vedenkorkeus;61.512;Lopetettu;8.9.1959;31.8.1970;Pohjois-Pohjanmaa;11482;11447;;;;494092;7266361
2445;6101400;Kipinä;W;Vedenkorkeus;61.124;Lopetettu;20.9.1955;31.12.1995;Pohjois-Pohjanmaa;9782;9745;;9731;;477075;7241488
2447;6101700;Yli-Ii;W;Vedenkorkeus;61.121;Lopetettu;21.9.1959;31.12.1967;Pohjois-Pohjanmaa;3914;3876;;3862;;445614;7250016
2448;6101800;Maalismaa;W;Vedenkorkeus;61.121;Lopetettu;1.1.1968;31.12.1991;Pohjois-Pohjanmaa;75;;0;;;443573;7248753
2449;6101900;Merikoski;W;Vedenkorkeus;84V107;Lopetettu;1.1.1911;20.6.1971;Pohjois-Pohjanmaa;570;531;493;;;427507;7245182
2451;6300200;Kuivaniemi;W;Vedenkorkeus;63.011;Lopetettu;1.1.1912;31.12.1979;Pohjois-Pohjanmaa;439;399;361;;;417134;7277108
2454;6400300;Portimonsalmi;W;Vedenkorkeus;64.033;Lopetettu;3.5.1961;31.12.1995;Lappi;14098;14062;;14048;;470141;7331179
2456;6400400;Simo;W;Vedenkorkeus;64.012;Lopetettu;10.4.1912;31.12.1963;Lappi;753;;676;;;412415;7284183
2459;6500240;Angeljoki;W;Vedenkorkeus;65.929;Lopetettu;13.10.1976;31.12.1988;Lappi;31;;;0;;523217;7492304
2464;6500500;Kitinen, Kairala;W;Vedenkorkeus;65.812;Lopetettu;19.8.1921;31.12.1960;Lappi;;;14690;;;519472;7454039
2465;6500510;Kitinen, Kokkosniva;W;Vedenkorkeus;65.813;Lopetettu;22.3.1959;31.12.1989;Lappi;14970;14938;;14924;;514468;7457158
2470;6501500;Yli-Suolijärvi;W;Vedenkorkeus;65.393;Lopetettu;6.4.1948;31.12.1959;Lappi;72;40;0;;;542515;7349040
2472;6501600;Ala-Suolijärvi;W;Vedenkorkeus;65.392;Lopetettu;2.4.1948;29.8.1973;Lappi;72;40;0;;;547444;7355474
2477;6502011;Kemijärvi, Luusua;W;Vedenkorkeus;65.311;Lopetettu;1.1.1950;31.12.1965;Lappi;14617;14584;14550;;;513372;7375842
2479;6502040;Lautasalmi;W;Vedenkorkeus;65.311;Lopetettu;12.3.1954;31.12.1964;Lappi;14579;14546;;14532;;511157;7378788
3905;6501510;Yli-Suolijärvi;W;Vedenkorkeus;65.393;Lopetettu;1.5.1959;30.6.1976;Lappi;72;40;0;;;542564;7349084
3860;4200435;Jouttikoski, Testiasema;W;Vedenkorkeus;42.072;Lopetettu;7.4.2021;5.5.2021;Etelä-Pohjanmaa;53;;;0;;288756;6954984
3816;2701400;Paimion Vähäjoki;W;Vedenkorkeus;27.014;Lopetettu;22.1.2020;17.10.2025;Varsinais-Suomi;0;;;;;262735;6710588
2489;6502150;Juottaan tekojärvi;W;Vedenkorkeus;65.271;Lopetettu;1.1.1970;30.9.2015;Lappi;;;12000;;;498104;7349982
2490;6502200;Viiri;W;Vedenkorkeus;65.212;Lopetettu;15.8.1918;31.12.1967;Lappi;;;7707;;;478463;7362951
2493;6502500;Olkkajärvi;W;Vedenkorkeus;65.712;Lopetettu;1.11.1949;31.12.1969;Lappi;;;9705;;;457836;7383663
2500;6503400;Ounasjoki,;W;Vedenkorkeus;65.523;Lopetettu;27.11.1940;31.12.1964;Lappi;;;9705;;;416078;7441813
2503;6503700;Ounasjoki, Marraskoski;W;Vedenkorkeus;65.521;Lopetettu;1.1.1919;31.10.1970;Lappi;8695;8660;8620;;;430607;7409244
2505;6503800;Ounaskoski, ylä;W;Vedenkorkeus;65.211;Lopetettu;9.2.1935;28.2.1996;Lappi;7148;7112;7073;;;444314;7376960
2508;6504030;Rautionsuvanto;W;Vedenkorkeus;65.131;Lopetettu;15.4.1946;31.12.1965;Lappi;6042;6005;5966;;;434325;7368554
2511;6504080;Narkauskoski, ylä;W;Vedenkorkeus;65.121;Lopetettu;14.9.1940;29.12.1963;Lappi;;;3454;;;422533;7341731
2512;6504088;Narkauskoski, ylä;W;Vedenkorkeus;65.121;Lopetettu;1.1.1971;30.4.1977;Lappi;52;;;0;;422533;7341731
2514;6504222;Ossauskoski, ala;W;Vedenkorkeus;65.112;Lopetettu;1.1.1968;31.12.1970;Lappi;52;14;;0;;415411;7338479
2516;6504244;Paakkola;W;Vedenkorkeus;65.112;Lopetettu;21.9.1949;19.1.1963;Lappi;1974;1934;;1920;;396264;7322781
2517;6504250;Taivalkoski, ylä;W;Vedenkorkeus;65.112;Lopetettu;27.9.1940;30.11.1967;Lappi;1736;1696;1659;;;395610;7316993
2520;6504420;Isohaara, ala;W;Vedenkorkeus;65.111;Lopetettu;1.1.1970;29.2.1992;Lappi;55;;;0;;387690;7299006
2523;6700300;Könkämäeno, Ropinsalmi;W;Vedenkorkeus;67.67;Lopetettu;1.7.1971;31.12.1990;Lappi;39740;;;39720;39735;280835;7627774
2524;6700400;Könkämäeno, Luspajärämä;W;Vedenkorkeus;67.61;Lopetettu;1.7.1971;31.12.1990;Lappi;36167;;;36144;36159;296911;7605465
2525;6700420;Rommaeno;W;Vedenkorkeus;67.761;Lopetettu;1.7.1971;31.8.1977;Lappi;44956;;;44938;44953;302351;7660736
2526;6700440;Poroeno, Munnikurkkio;W;Vedenkorkeus;67.73;Lopetettu;1.7.1971;31.5.1979;Lappi;44926;;;44907;44922;304184;7658626
2527;6700500;Muonionjoki, Kaaresuvanto;W;Vedenkorkeus;67.531;Lopetettu;26.8.1958;22.10.1963;Lappi;31954;31931;;31917;;312315;7601924
2529;6700540;Palojoki;W;Vedenkorkeus;67.571;Lopetettu;1.7.1971;30.6.1992;Lappi;27301;;;27273;;338315;7579847
2530;6700600;Muonionjoki, Kätkäsuvanto;W;Vedenkorkeus;67.431;Lopetettu;1.7.1971;30.11.1989;Lappi;24232;;;24203;24218;347571;7559992
2531;6700700;Jerisjärvi;W;Vedenkorkeus;67.473;Lopetettu;12.9.1938;12.8.2015;Lappi;25731;25705;;;;374444;7540349
2533;6701000;Äkäsjoensuu;W;Vedenkorkeus;67.341;Lopetettu;4.9.1958;30.6.1992;Lappi;;;;;15340;359020;7485237
2534;6701100;Ylläsjoki;W;Vedenkorkeus;67.371;Lopetettu;24.9.1960;31.12.1972;Lappi;;;;;15340;369071;7476312
2537;6701600;Kattilakoski;W;Vedenkorkeus;67.211;Lopetettu;1.9.1937;31.12.1964;Lappi;;;5619;;5659;357342;7383251
2542;6702000;Portimojärvi;W;Vedenkorkeus;67.912;Lopetettu;28.4.1936;31.7.1986;Lappi;6189;6150;6115;;;359736;7365735
2543;6702010;Törmäslompolo;W;Vedenkorkeus;67.913;Lopetettu;1.1.1961;30.6.1988;Lappi;38;0;;-14;;369309;7370407
2545;6702020;Lohijärvi;W;Vedenkorkeus;67.922;Lopetettu;1.1.1963;31.12.1984;Lappi;;;0;;;376617;7373351
2546;6702100;Vuennonkoski;W;Vedenkorkeus;67.131;Lopetettu;1.1.1960;31.12.1990;Lappi;4256;4216;;4202;;356307;7343618
2549;6702300;Liakanjoki;W;Vedenkorkeus;67.111;Lopetettu;14.9.1958;31.12.1993;Lappi;655;614;;;;372535;7315384
2550;6702510;Tornio;W;Vedenkorkeus;67.111;Lopetettu;1.1.1938;31.12.1995;Lappi;-26;-67;-104;;;370063;7305853
2558;7101000;Ukonjärvi;W;Vedenkorkeus;71.111;Lopetettu;23.7.1951;31.12.1995;Lappi;21;;;0;;516191;7630208
2560;7101300;Ivalojoki, Toloskoski;W;Vedenkorkeus;71.413;Lopetettu;1.8.1921;31.12.1980;Lappi;;;;;12490;511064;7604394
2563;7101600;Inari, Kessivuono;W;Vedenkorkeus;71.111;Lopetettu;24.7.1925;29.2.1980;Lappi;11678;11659;11632;;;555816;7659904
2566;7101900;Paatsjoki, Teproköngäs;W;Vedenkorkeus;71;Lopetettu;1.1.1944;30.4.1951;Lappi;11678;11659;11632;;;560198;7646818
2567;7200100;Yli-Nuortti;W;Vedenkorkeus;72.044;Lopetettu;1.1.1987;31.5.1992;Lappi;11678;11659;11632;;;602708;7517566
2572;7300230;Yli-Kitka, Honkasalmi;W;Vedenkorkeus;73.025;Lopetettu;26.8.1986;31.12.1993;Lappi;23990;23959;;;;565728;7324437
2573;7300300;Ylä-Juumajärvi;W;Vedenkorkeus;73.022;Lopetettu;1.1.1968;30.6.1992;Pohjois-Pohjanmaa;22224;22195;;;;606739;7352248
2574;7301100;Vuotunki;W;Vedenkorkeus;73.042;Lopetettu;1.1.1963;31.12.1995;Pohjois-Pohjanmaa;;;0;;;616788;7336201
2576;7301800;Suininki;W;Vedenkorkeus;73.043;Lopetettu;1.7.1971;31.12.1993;Pohjois-Pohjanmaa;25128;25099;25071;;;619485;7331071
2577;7400200;Kuusamojärvi;W;Vedenkorkeus;74.031;Lopetettu;1.1.1938;31.12.1996;Pohjois-Pohjanmaa;25222;25193;25160;;;607730;7308950
2579;8203000;Lemström;W;Vedenkorkeus;94.11;Lopetettu;1.1.1970;31.12.1988;Ahvenanmaa;25222;25193;25160;;;111856;6682695
2610;5900181;Hamppusperä;W;Vedenkorkeus;59.541;Lopetettu;31.12.1980;30.11.2007;Kainuu;21304;21273;;21260;;573473;7204492
2611;5900182;Itäjärvi;W;Vedenkorkeus;59.546;Lopetettu;31.12.1980;22.8.2005;Kainuu;21893;21863;;;;581544;7205811
2612;5900183;Pieni-Pesiöjärvi;W;Vedenkorkeus;59.542;Lopetettu;30.3.1981;22.8.2005;Kainuu;21379;21348;;;;575926;7207676
2613;5900184;Mustajärvi;W;Vedenkorkeus;59.543;Lopetettu;31.12.1980;31.8.2005;Kainuu;22244;22213;;;;572616;7203596
2614;5900185;Lapinlampi;W;Vedenkorkeus;59.542;Lopetettu;31.12.1980;30.11.2007;Kainuu;21597;21566;;21553;;575607;7207641
2615;5900186;Vaatojärvi;W;Vedenkorkeus;59.541;Lopetettu;30.11.1980;1.8.2001;Kainuu;21599;21569;;21556;;579750;7201602
2616;5900187;Rapuanlampi;W;Vedenkorkeus;59.544;Lopetettu;27.1.1990;31.12.2009;Kainuu;24167;24136;;24123;;571518;7205343
2617;5900188;Tuomijoki;W;Vedenkorkeus;59.544;Lopetettu;17.4.1991;22.8.2005;Kainuu;21446;21415;;;;573347;7204311
2618;5902131;Alajärvi;W;Vedenkorkeus;59.991;Lopetettu;2.4.1984;9.2.1994;Kainuu;16786;16758;;;;609395;7103536
2619;5900101;Iijärvi;W;Vedenkorkeus;59.531;Lopetettu;15.1.1991;23.5.1993;Pohjois-Pohjanmaa;21751;;;21708;;617618;7268452
2620;5901301;Iivantiira;W;Vedenkorkeus;59.922;Lopetettu;3.4.1984;16.8.1984;Kainuu;17338;17310;;;;623803;7134161
2621;5902281;Iso-tipasjärvi;W;Vedenkorkeus;59.853;Lopetettu;14.12.1982;30.11.1985;Kainuu;19287;19259;;;;605789;7091676
2622;5901601;Juolunkajärvi;W;Vedenkorkeus;59.952;Lopetettu;30.12.1988;19.12.1991;Kainuu;18488;18460;;;;643241;7131626
2623;5902121;Jämäsjärvi;W;Vedenkorkeus;59.981;Lopetettu;3.4.1984;15.8.1984;Kainuu;17054;;;17015;;614992;7108781
2624;5901121;Kaihlanen;W;Vedenkorkeus;59.342;Lopetettu;20.10.1988;3.11.1999;Pohjois-Pohjanmaa;12889;12856;;12842;;509154;7162821
2625;5901611;Kaurojärvi;W;Vedenkorkeus;59.953;Lopetettu;4.1.1989;1.12.1991;Kainuu;18859;18831;;;;650359;7133513
2626;5901401;Luulajanjärvi;W;Vedenkorkeus;59.962;Lopetettu;4.4.1984;15.8.1984;Kainuu;18096;18069;;;;639227;7116352
2627;5902541;Särämäjärvi;W;Vedenkorkeus;59.813;Lopetettu;19.12.1990;22.9.1993;Kainuu;13728;13698;;;;540891;7126885
2628;5901612;Veräinen;W;Vedenkorkeus;59.953;Lopetettu;10.1.1989;8.12.1991;Kainuu;18860;18832;;;;651590;7134132
2629;5900189;Heinäjoki;W;Vedenkorkeus;59.545;Lopetettu;11.6.1993;30.6.2003;Kainuu;21483;21452;;;;575803;7204347
2630;5901211;Mainuanjärvi;W;Vedenkorkeus;59.371;Lopetettu;2.1.1955;30.5.1983;Kainuu;13756;;;13713;;521884;7109853
2631;5903441;Paatinjärvi;W;Vedenkorkeus;59.265;Lopetettu;8.2.1989;13.1.2001;Pohjois-Pohjanmaa;14037;14003;;;;505205;7175376
2632;6000111;Ristijärvi;W;Vedenkorkeus;60.052;Lopetettu;7.2.1985;31.12.1994;Kainuu;15027;14994;;;;531638;7192673
2633;6000112;Vihajärvi;W;Vedenkorkeus;60.053;Lopetettu;3.2.1987;29.12.1994;Kainuu;15086;15053;;;;532764;7185382
2634;6100641;Askanjärvi;W;Vedenkorkeus;61.782;Lopetettu;14.7.1988;27.12.1992;Kainuu;17121;;;17074;;538492;7215510
2635;6100602;Harjajärvi;W;Vedenkorkeus;61.762;Lopetettu;13.7.1988;12.5.1993;Kainuu;18811;;;18767;;565641;7229454
2636;6100612;Hietajärvi;W;Vedenkorkeus;61.732;Lopetettu;20.7.1988;8.5.1993;Kainuu;20915;;;20870;;550077;7195708
2637;6100604;Jokijärvi;W;Vedenkorkeus;61.762;Lopetettu;5.7.1988;15.12.1992;Kainuu;17404;;;17360;;561713;7225076
2638;6100603;Kaihlanen;W;Vedenkorkeus;61.762;Lopetettu;5.7.1988;15.12.1992;Kainuu;17540;;;17496;;561269;7225940
2639;6100601;Leväjärvi;W;Vedenkorkeus;61.762;Lopetettu;13.7.1988;12.5.1993;Kainuu;19474;;;19430;;567285;7230859
2640;6100611;Lylyjärvi;W;Vedenkorkeus;61.732;Lopetettu;6.7.1988;7.5.1993;Kainuu;20347;;;20302;;554226;7197887
2652;8201000;Myllyjärvi;W;Vedenkorkeus;82.058;Lopetettu;26.1.1988;28.1.2011;Varsinais-Suomi;1601;1571;;;;207278;6738322
2653;3509330;Loimijoki, Tammiaisten silta;W;Vedenkorkeus;35.914;Lopetettu;10.4.1969;29.6.2002;Varsinais-Suomi;6428;6397;;;;275090;6768791
2655;3509340;Loimijoki, Tamareen silta;W;Vedenkorkeus;35.914;Lopetettu;19.12.1960;31.1.2011;Satakunta;6423;6392;;;;267948;6772873
2656;8300200;Kaljasjärvi;W;Vedenkorkeus;83.012;Lopetettu;9.10.1980;31.10.2010;Varsinais-Suomi;1554;1521;;;;209880;6777512
2657;3100100;Elijärvi;W;Vedenkorkeus;31.003;Lopetettu;15.9.1960;31.12.2009;Varsinais-Suomi;5424;5394;;;;242777;6758848
2665;3600330;Ruokojärvi;W;Vedenkorkeus;36.027;Lopetettu;1.1.1972;22.12.2020;Satakunta;7548;7512;;;;257102;6860644
2666;3600900;Hirvijärvi;W;Vedenkorkeus;36.062;Lopetettu;1.1.1963;26.12.2009;Satakunta;4371;4333;;;;233306;6869146
2668;3600210;Karvianjoki,Vahokoski, Kuusela;W;Vedenkorkeus;36.033;Lopetettu;1.1.1967;10.11.2009;Satakunta;11295;11258;;;;256468;6891722
2673;3509710;Vesikoski;W;Vedenkorkeus;35.922;Lopetettu;1.1.2000;31.12.2005;Varsinais-Suomi;30;0;;;;284200;6753611
2676;4600100;Purmojärvi;W;Vedenkorkeus;46.041;Lopetettu;5.2.1983;21.12.1998;Etelä-Pohjanmaa;41;0;;;;313134;7022456
2695;4400130;Kauhajärvi;W;Vedenkorkeus;44.063;Lopetettu;24.4.1961;29.12.1974;Etelä-Pohjanmaa;53;;;0;;321031;6994787
2698;4400111;Rantatöysänjärvi, mt.silta;W;Vedenkorkeus;44.071;Lopetettu;1.3.1963;31.12.2005;Etelä-Pohjanmaa;50;;;0;;327439;6950025
2717;4900210;Halsuanjoki, Lehtomaan silta;W;Vedenkorkeus;49.032;Lopetettu;1.1.1989;30.9.1996;Keski-Pohjanmaa;52;;;0;;355077;7039260
2738;4200412;Seinäjoki, Seinäjoen pato;W;Vedenkorkeus;42.071;Lopetettu;5.9.2002;17.10.2015;Etelä-Pohjanmaa;52;;;0;;286707;6970468
2765;0101100;Jänisjoki, Saario, ylä;W;Vedenkorkeus;01.012;Lopetettu;1.1.1965;31.8.2007;Pohjois-Karjala;7919;7900;;;;681565;6906871
2767;0101000;Jänisjoki, Vihtakoski, ylä;W;Vedenkorkeus;01.013;Lopetettu;1.1.1965;31.8.2007;Pohjois-Karjala;8820;8800;;;;679026;6921581
2770;0100300;Konnunniemenkoski y;W;Vedenkorkeus;01.031;Lopetettu;1.6.1977;6.11.1998;Pohjois-Karjala;10981;10960;;;;681279;6933996
2790;0405111;Täitimenjärvi;W;Vedenkorkeus;04.318;Lopetettu;11.4.1939;25.7.2012;Pohjois-Karjala;21;0;-7;;;647522;6900520
2792;0404510;Jukajärvi;W;Vedenkorkeus;04.337;Lopetettu;5.4.1948;31.5.2005;Pohjois-Karjala;9781;9758;9745;;;655797;6943671
2797;0404990;Suu-Särki;W;Vedenkorkeus;04.353;Lopetettu;16.12.1957;22.12.2005;Pohjois-Karjala;25;0;;;;601092;6956167
2798;0404991;Kaitalampi;W;Vedenkorkeus;04.353;Lopetettu;16.12.1957;22.12.2005;Pohjois-Karjala;25;0;;;;600156;6956790
2799;0408530;Särkiselkä;W;Vedenkorkeus;04.726;Lopetettu;4.1.1999;22.12.2005;Pohjois-Karjala;25;0;;;;598434;6959314
2805;0405115;Särkijärvi;W;Vedenkorkeus;04.376;Lopetettu;23.4.1969;16.6.2004;Pohjois-Karjala;8653;8632;8625;;;656875;6917451
2817;0401130;Saramojoki, Louhikoski;W;Vedenkorkeus;04.473;Lopetettu;1.4.2003;31.8.2021;Pohjois-Karjala;8653;8632;8625;;;606515;7062543
2820;0401520;Viekijärvi;W;Vedenkorkeus;04.482;Lopetettu;1.2.1991;18.8.2004;Pohjois-Karjala;9326;9300;;;;638722;7031151
2822;0408540;Kolmikanta;W;Vedenkorkeus;04.726;Lopetettu;30.12.1957;29.12.1993;Pohjois-Karjala;25;0;;;;596146;6959367
1723;0101410;Sääperi;W;Vedenkorkeus;01.011;Lopetettu;6.1.1980;31.12.1993;Pohjois-Karjala;6419;6400;;;;688180;6902565
1726;0300200;Iso-Kivijärvi;W;Vedenkorkeus;03.021;Lopetettu;1.1.1913;31.12.1939;Etelä-Karjala;6892;;6867;;;625386;6814529
1727;0300300;Pieni-Kivijärvi;W;Vedenkorkeus;03.021;Lopetettu;1.1.1914;31.12.1934;Etelä-Karjala;6915;;6890;;;624652;6814249
1728;0300400;Kokkolanjoki;W;Vedenkorkeus;03.011;Lopetettu;27.6.1931;31.8.1944;Etelä-Karjala;1214;;1210;;;636717;6806224
1729;0400400;Lieksanjoki, Kokkojärvi;W;Vedenkorkeus;04.492;Lopetettu;1.1.1969;31.5.1992;Pohjois-Karjala;13864;13840;;;;688726;7033749
1730;0400500;Jongunjoki, Kattilalampi;W;Vedenkorkeus;04.431;Lopetettu;1.1.1917;30.6.1963;Pohjois-Karjala;13864;13840;;;;648889;7048044
1731;0400510;Jongunjoki, Viitakoski;W;Vedenkorkeus;04.432;Lopetettu;15.11.1963;31.12.1972;Pohjois-Karjala;10384;10358;10331;;;649693;7051893
1734;0400620;Lieksanjoki, Pankakoski, Niska;W;Vedenkorkeus;04.423;Lopetettu;1.1.1952;31.10.2015;Pohjois-Karjala;11043;11018;11000;;;657978;7026429
1736;0400650;Lieksanjoki, Pankakoski, ylä;W;Vedenkorkeus;04.423;Lopetettu;1.1.1971;31.12.1995;Pohjois-Karjala;43;;0;;;657143;7025809
1737;0400700;Pankajärvi, Petronkoski;W;Vedenkorkeus;04.423;Lopetettu;28.9.1911;31.12.1952;Pohjois-Karjala;11437;;11394;;;657974;7026569
1738;0400710;Lieksanjoki, Pankakoski, ala;W;Vedenkorkeus;04.423;Lopetettu;19.3.1945;31.12.1995;Pohjois-Karjala;43;18;0;;;657095;7025806
1740;0400750;Lieksanjoki, Lieksankoski, ylä;W;Vedenkorkeus;04.422;Lopetettu;1.1.1971;31.12.1995;Pohjois-Karjala;44;;0;;;652076;7026664
1741;0400800;Lieksanjoki, Höpöttäjänvirta;W;Vedenkorkeus;04.421;Lopetettu;1.1.1905;13.4.1961;Pohjois-Karjala;9976;;9932;;;650949;7028180
1743;0400900;Viekijoki;W;Vedenkorkeus;04.483;Lopetettu;1.1.1917;31.12.1919;Pohjois-Karjala;9976;;9932;;;630825;7041479
1744;0401100;Saramojoki, Roukkajankoski;W;Vedenkorkeus;04.472;Lopetettu;1.1.1917;25.9.1973;Pohjois-Karjala;9976;;9932;;;604375;7059222
1746;0401200;Saramojoki, Ylikylä;W;Vedenkorkeus;04.471;Lopetettu;1.1.1945;31.12.1950;Pohjois-Karjala;9492;;9440;;;602189;7058602
1747;0401300;Valtimonjoki, Kuokkastenkoski;W;Vedenkorkeus;04.461;Lopetettu;1.1.1944;7.3.1962;Pohjois-Karjala;10305;;10254;;;596981;7048117
1750;0401510;Pielinen, Lieksa;W;Vedenkorkeus;04.411;Lopetettu;1.1.1912;30.6.1992;Pohjois-Karjala;9239;9213;9198;;;649586;7024590
1751;0401600;Pielinen, Ahvenisenvirta, ylä;W;Vedenkorkeus;04.411;Lopetettu;17.8.1904;31.12.1925;Pohjois-Karjala;9228;;9188;;;657513;6983477
1752;0401700;Pielinen, Ahvenisenvirta, ala;W;Vedenkorkeus;04.411;Lopetettu;17.8.1904;31.12.1925;Pohjois-Karjala;9222;;9182;;;657806;6983230
1754;0401800;Pielisjoki, Uimasalmi;W;Vedenkorkeus;04.342;Lopetettu;1.1.1940;31.5.1992;Pohjois-Karjala;9228;9204;9188;;;663944;6979379
1756;0402100;Koitajoki, Möhkönkoski;W;Vedenkorkeus;04.922;Lopetettu;1.1.1962;31.12.1965;Pohjois-Karjala;;;0;;;719695;6952825
1762;0402400;Koitajoki, Lylykoski;W;Vedenkorkeus;04.912;Lopetettu;1.1.1906;31.8.1958;Pohjois-Karjala;;;14242;;;688417;6965397
1763;0402410;Koitajoki, Lylykoski;W;Vedenkorkeus;04.921;Lopetettu;1.9.1958;31.10.1976;Pohjois-Karjala;37;14;0;;;688963;6965192
1765;0402500;Koitajoki, Niemiskoski;W;Vedenkorkeus;04.913;Lopetettu;1.1.1954;27.4.1955;Pohjois-Karjala;13707;;13669;;;684258;6973859
1768;0402700;Koitere, Kohtavaara;W;Vedenkorkeus;04.941;Lopetettu;1.1.1912;31.12.1970;Pohjois-Karjala;14235;14212;14197;;;687582;6979042
1769;0402710;Pirttikoski,Ylä;W;Vedenkorkeus;04.941;Lopetettu;1.1.1939;31.12.1969;Pohjois-Karjala;14232;;14194;;;685495;6975426
1772;0402800;Koitajoki, Siikakoski;W;Vedenkorkeus;04.913;Lopetettu;12.8.1904;15.9.1955;Pohjois-Karjala;9609;;9570;;;668561;6975558
1773;0402820;Jäsysjärvi;W;Vedenkorkeus;04.911;Lopetettu;1.1.1965;31.12.1984;Pohjois-Karjala;39;;0;;;672290;6969136
1774;0402900;Pielisjoki, Häihä, ylä;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;9.7.1959;Pohjois-Karjala;9096;;9058;;;663435;6968253
1776;0403000;Pielisjoki, Häihä, ala;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;9.7.1959;Pohjois-Karjala;9013;;8975;;;663351;6968177
1777;0403100;Pielisjoki, Kaltimo, ylä;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;31.12.1995;Pohjois-Karjala;38;;0;;;659841;6963838
