Paikka_Id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;layer;mkuntanro;Maakunta
996;1402150;Kiimasjärvi, Hietamankoski;Q;Virtaama;14.612;Jatkuva;1.1.1968;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1003;1402710;Nilakka, Äyskoski;Q;Virtaama;14.731;Jatkuva;1.1.1994;23.12.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
1005;1403300;Niinivesi, Nokisenkoski;Q;Virtaama;14.721;Jatkuva;1.1.1994;23.12.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
1007;1403600;Hankavesi - luusua;Q;Virtaama;14.712;Jatkuva;1.1.1961;23.12.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
1008;1403900;Konnevesi - luusua;Q;Virtaama;14.711;Jatkuva;22.6.1909;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1012;1404120;Leivonvesi, Simuna;Q;Virtaama;14.352;Jatkuva;1.1.1978;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1013;1404230;Armisvesi - luusua;Q;Virtaama;14.373;Jatkuva;1.1.1974;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1015;1404450;Saraavesi, Kuhankoski;Q;Virtaama;14.321;Jatkuva;1.1.1941;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1018;1404550;Leppävesi, Vaajakoski;Q;Virtaama;14.311;Jatkuva;1.1.1941;22.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1019;1404725;Palokkajärvi, Lohikoski;Q;Virtaama;14.291;Jatkuva;1.1.1967;4.5.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1020;1404800;Muuratjärvi - luusua;Q;Virtaama;14.281;Jatkuva;1.1.1969;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1021;1404810;Saarijärvi - luusua;Q;Virtaama;14.272;Jatkuva;1.1.1984;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1022;1405000;Petäjävesi - luusua;Q;Virtaama;14.531;Jatkuva;1.1.1910;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1024;1405225;Patalankoski;Q;Virtaama;14.512;Jatkuva;1.1.1962;30.11.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1025;1405310;Pälämä - luusua;Q;Virtaama;14.262;Jatkuva;2.6.1983;23.12.2025;Virtaama Q jatkuvat;13;Keski-Suomi
1028;1405450;Arrakosken voimalaitos;Q;Virtaama;14.252;Jatkuva;1.1.1984;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1029;1405700;Jääsjärvi - luusua;Q;Virtaama;14.821;Jatkuva;1.1.1910;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1030;1406220;Vesijärvi, Vääksynjoki;Q;Virtaama;14.241;Jatkuva;1.4.1973;30.11.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1033;1406510;Päijänne, Kalkkinen;Q;Virtaama;14.211;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1038;1406950;Konnivesi, Vuolenkoski;Q;Virtaama;14.131;Jatkuva;1.10.1959;22.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1040;1407150;Mankala;Q;Virtaama;14.122;Jatkuva;1.1.1951;22.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1041;1407400;Rauhajärvi - luusua;Q;Virtaama;14.931;Jatkuva;1.1.1910;23.12.2025;Virtaama Q jatkuvat;10;Etelä-Savo
1043;1407410;Iso-Naakkima - luusua;Q;Virtaama;14.937;Jatkuva;1.1.1987;23.12.2025;Virtaama Q jatkuvat;10;Etelä-Savo
1044;1407700;Synsiä - luusua;Q;Virtaama;14.926;Jatkuva;1.1.1971;23.12.2025;Virtaama Q jatkuvat;10;Etelä-Savo
1045;1407830;Vahvajärvi - luusua;Q;Virtaama;14.921;Jatkuva;1.1.1940;23.12.2025;Virtaama Q jatkuvat;10;Etelä-Savo
1046;1407850;Liekune, Kissakoski;Q;Virtaama;14.922;Jatkuva;1.1.1949;22.12.2025;Virtaama Q jatkuvat;10;Etelä-Savo
1047;1408050;Volanjoki;Q;Virtaama;14.916;Jatkuva;1.1.1980;27.4.2020;Virtaama Q jatkuvat;10;Etelä-Savo
1048;1408350;Vuohijärvi, Siikakoski;Q;Virtaama;14.912;Jatkuva;1.1.1963;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1050;1408650;Voikkaa;Q;Virtaama;14.121;Jatkuva;1.1.1964;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1052;1408950;Kannuskoski;Q;Virtaama;14.183;Jatkuva;1.10.1961;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1053;1409120;Jyräänkoski, pato;Q;Virtaama;14.182;Jatkuva;1.2.1963;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1055;1409500;Keltti;Q;Virtaama;14.114;Jatkuva;1.1.1932;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1056;1409550;Kuusankoski;Q;Virtaama;14.115;Jatkuva;1.1.1941;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1057;1410000;Piirteenvirta;Q;Virtaama;14.111;Jatkuva;1.1.1934;30.4.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1058;1410050;Anjala;Q;Virtaama;14.112;Jatkuva;7.4.1938;23.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1060;1410200;Piirteenvirta;Q;Virtaama;14.111;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1061;1410400;Pernoonkoski;Q;Virtaama;14.111;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1063;1410450;Kymijoki, kokonaisvirtaama;Q;Virtaama;14.111;Jatkuva;1.1.1941;21.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1065;1410650;Kymijoki, itähaara;Q;Virtaama;14.111;Jatkuva;1.1.1970;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1066;1410651;Koivukoski;Q;Virtaama;14.111;Jatkuva;1.1.1954;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1067;1410652;Korkeakoski;Q;Virtaama;14.111;Jatkuva;1.1.1970;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1068;1410700;Sutela;Q;Virtaama;14.111;Jatkuva;1.1.1974;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1070;1410840;Hirvikoski;Q;Virtaama;14.111;Jatkuva;1.1.1950;23.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1073;1410950;Ediskoski;Q;Virtaama;14.111;Jatkuva;1.1.1970;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1074;1410951;Kymijoki, länsihaara;Q;Virtaama;14.111;Jatkuva;1.1.1934;21.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1075;1411250;Ahvenkoski;Q;Virtaama;14.111;Jatkuva;18.3.1933;22.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
1076;1600110;Pyhäjärvi - luusua;Q;Virtaama;16.003;Jatkuva;1.1.1954;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1078;1800300;Patomäenkoski;Q;Virtaama;18.042;Jatkuva;1.1.1993;22.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1079;1800500;Vakkola;Q;Virtaama;18.021;Jatkuva;1.2.1963;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1081;1900100;Vekkoski;Q;Virtaama;19.002;Jatkuva;1.1.1966;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1083;1900400;Hirvihaaranjoki;Q;Virtaama;19.004;Jatkuva;1.1.1987;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1084;2100110;Hirvijärvi - luusua;Q;Virtaama;21.033;Jatkuva;1.1.1961;23.12.2025;Virtaama Q jatkuvat;5;Kanta-Häme
1085;2100120;Ylä-Suolijärvi - luusua;Q;Virtaama;21.033;Jatkuva;1.1.1961;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1087;2100130;Kytäjärvi - luusua;Q;Virtaama;21.032;Jatkuva;1.1.1961;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1090;2101220;Myllymäki;Q;Virtaama;21.012;Jatkuva;1.1.1959;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1091;2101310;Tuusulanjärvi - luusua;Q;Virtaama;21.082;Jatkuva;1.1.1961;22.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1092;2101370;Päijännetunneli - Rusutjärvi;Q;Virtaama;21.083;Jatkuva;1.1.1993;22.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1093;2101470;Päijännetunneli - Keravanjoki;Q;Virtaama;14.221;Jatkuva;1.8.1989;22.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1095;2101520;Hanala;Q;Virtaama;21.092;Jatkuva;1.1.1966;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1097;2101700;Oulunkylä;Q;Virtaama;21.011;Jatkuva;1.1.1937;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1098;2200310;Palojärvenkoski;Q;Virtaama;22.004;Jatkuva;1.1.1964;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1101;2300100;Vanjoki, Jokikunta;Q;Virtaama;23.042;Jatkuva;1.1.1951;22.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1106;2300560;Väänteenjoki;Q;Virtaama;23.031;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1107;2300935;Peltokoski;Q;Virtaama;23.012;Jatkuva;1.1.1938;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1109;2301050;Billnäs;Q;Virtaama;23.011;Jatkuva;1.1.1946;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
1110;2400400;Kiskonjoki, Koski, kokonaisvirtaama;Q;Virtaama;24.021;Jatkuva;1.1.1963;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1111;2500400;Kaukolankoski;Q;Virtaama;25.002;Jatkuva;1.3.1970;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1112;2700160;Hovirinnankoski;Q;Virtaama;27.032;Jatkuva;1.3.1966;30.6.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1113;2700250;Juvankoski;Q;Virtaama;27.021;Jatkuva;1.1.1958;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1114;2700350;Juntola;Q;Virtaama;27.013;Jatkuva;1.1.1994;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1115;2700370;Paimionjoki - Aurajoki;Q;Virtaama;27.013;Jatkuva;1.1.1966;13.8.2017;Virtaama Q jatkuvat;2;Varsinais-Suomi
1116;2800300;Hypöistenkoski;Q;Virtaama;28.002;Jatkuva;1.7.1943;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1117;2800700;Halinen;Q;Virtaama;28.001;Jatkuva;1.1.1938;22.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1119;3100200;Laajoki;Q;Virtaama;31.002;Jatkuva;1.1.1987;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1120;3200400;Puttakoski;Q;Virtaama;32.002;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1122;3300400;Ylinenkoski;Q;Virtaama;33.002;Jatkuva;1.1.1969;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1123;3400130;Yläneenjoki;Q;Virtaama;34.042;Jatkuva;15.5.1970;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
1124;3400140;Pyhäjoki;Q;Virtaama;34.062;Jatkuva;1.6.1971;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1125;3400150;Pyhäjärvi - luusua;Q;Virtaama;34.022;Jatkuva;1.1.1965;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1127;3400450;Pappilankoski;Q;Virtaama;34.012;Jatkuva;1.1.1985;7.9.2023;Virtaama Q jatkuvat;4;Satakunta
1131;3500110;Äväntäjärvi - luusua;Q;Virtaama;35.724;Jatkuva;1.1.1984;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1133;3501000;Vesijako - Palsankoski;Q;Virtaama;35.784;Jatkuva;1.1.1985;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1134;3501001;Vesijako - Sumperinvirta;Q;Virtaama;14.252;Jatkuva;1.1.1985;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1136;3501200;Kukkia, luusua;Q;Virtaama;35.781;Jatkuva;1.1.1911;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1137;3501650;Valkeakoski;Q;Virtaama;35.711;Jatkuva;1.1.1956;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1138;3501810;Haarajoki;Q;Virtaama;35.835;Jatkuva;1.1.1972;23.12.2025;Virtaama Q jatkuvat;5;Kanta-Häme
1139;3501820;Mustajoki;Q;Virtaama;35.836;Jatkuva;1.1.1971;22.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1140;3501880;Teuronjoki, Jokelankoski;Q;Virtaama;35.833;Jatkuva;12.1.1971;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
1141;3501910;Puujoki, Varunteenkoski;Q;Virtaama;35.822;Jatkuva;3.4.1978;23.12.2025;Virtaama Q jatkuvat;5;Kanta-Häme
1146;3503320;Vanajavesi - Kuokkalankoski;Q;Virtaama;35.221;Jatkuva;1.1.1911;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1147;3503360;Lempäälä+Kuokkalankoski;Q;Virtaama;35.221;Jatkuva;1.1.1962;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1148;3503860;Hankavesi - Inha;Q;Virtaama;35.432;Jatkuva;1.1.1983;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
1151;3504051;Killinkoski;Q;Virtaama;35.423;Jatkuva;1.4.1981;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1155;3504800;Kitusjärvi - luusua;Q;Virtaama;35.482;Jatkuva;1.1.1911;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1157;3505800;Vilppulankoski;Q;Virtaama;35.611;Jatkuva;1.1.1961;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1158;3506200;Muroleenkoski;Q;Virtaama;35.321;Jatkuva;01.01.1863;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
3789;0408200;Unnukka, Varkaus;Q;Virtaama;04.271;Jatkuva;1.1.2015;28.9.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
3790;0408206;Ämmäkosken säännöstelypato;Q;Virtaama;04.271;Jatkuva;1.1.2015;28.9.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
3792;0408207;Ämmäkosken ja Kämärin kalatiet;Q;Virtaama;04.271;Jatkuva;1.1.2015;28.9.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
3794;1405455;Arrakosken kalatie;Q;Virtaama;14.252;Jatkuva;15.11.2019;23.12.2025;Virtaama Q jatkuvat;7;Päijät-Häme
3850;0601000;Rakkolanjoki, Vormuinmäki;Q;Virtaama;06.021;Jatkuva;13.11.2015;23.12.2025;Virtaama Q jatkuvat;9;Etelä-Karjala
3872;6503225;Loukinen;Q;Virtaama;65.691;Jatkuva;8.8.2019;23.12.2025;Virtaama Q jatkuvat;19;Lappi
3895;4700600;Långfors;Q;Virtaama;47.012;Jatkuva;4.3.2021;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
3915;3400000;Ahmasoja;Q;Virtaama;34.024;Jatkuva;5.6.2020;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
3932;3508340;Matalusjoki;Q;Virtaama;35.511;Jatkuva;;;Virtaama Q jatkuvat;6;Pirkanmaa
3934;3508390;Turkimusoja;Q;Virtaama;35.515;Jatkuva;;;Virtaama Q jatkuvat;6;Pirkanmaa
3939;3503310;Vanajavesi - Lempäälän kanava;Q;Virtaama;35.221;Jatkuva;1.1.2022;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
3944;4400012;Jääskänjärven kalatie;Q;Virtaama;44.098;Jatkuva;25.10.2022;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
3952;4207100;Rengon pato, pohjapadon virtaama;Q;Virtaama;42.071;Jatkuva;31.10.2022;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
3957;3509870;Piilijoki;Q;Virtaama;35.153;Jatkuva;4.4.2023;4.10.2023;Virtaama Q jatkuvat;4;Satakunta
3960;4900354;Kaitfors kalatie lisävesitysputki;Q;Virtaama;49.022;Jatkuva;4.4.2023;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
3969;1403020;Haringan pato, virtaama;Q;Virtaama;14.722;Jatkuva;;;Virtaama Q jatkuvat;11;Pohjois-Savo
3973;0300460;Hiitolanjoki, Kangaskoski;Q;Virtaama;03.011;Jatkuva;1.9.2021;23.12.2025;Virtaama Q jatkuvat;9;Etelä-Karjala
3987;0409951;Maaveden voimalaitos;Q;Virtaama;04.252;Jatkuva;;;Virtaama Q jatkuvat;11;Pohjois-Savo
3989;0409953;Vasaralankosken säännöstelypato;Q;Virtaama;04.252;Jatkuva;;;Virtaama Q jatkuvat;11;Pohjois-Savo
3991;6701200;Muonionjoki, Kolari;Q;Virtaama;67.321;Jatkuva;;;Virtaama Q jatkuvat;19;Lappi
3992;2801200;Savojärvi;Q;Virtaama;28.005;Jatkuva;21.9.2024;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
3995;1100705;Kantturakoski, kalatie;Q;Virtaama;11.001;Jatkuva;30.4.2025;18.12.2025;Virtaama Q jatkuvat;8;Kymenlaakso
4000;3003000;Mynäjoki, Mietoinen Sillanpää;Q;Virtaama;30.001;Jatkuva;;;Virtaama Q jatkuvat;2;Varsinais-Suomi
4004;8204701;Raisionjoki, Huhko;Q;Virtaama;82.047;Jatkuva;;;Virtaama Q jatkuvat;2;Varsinais-Suomi
4006;3400510;Eurajoki, Eurajoen vanha jvp;Q;Virtaama;34.01;Jatkuva;21.9.2024;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
3955;2400401;Kiskonjoki, Koski, pato;Q;Virtaama;24.021;Jatkuva;1.12.2022;23.12.2025;Virtaama Q jatkuvat;2;Varsinais-Suomi
3956;2400402;Kiskonjoki, Koski, kalatie;Q;Virtaama;24.021;Jatkuva;10.2.2023;23.12.2025;Virtaama Q jatkuvat;1;Uusimaa
3788;4400118;Saukkojärvi;Q;Virtaama;44.095;Jatkuva;1.8.1999;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
3791;0408205;Huruskosken voimalaitos;Q;Virtaama;04.271;Jatkuva;1.1.2015;28.9.2025;Virtaama Q jatkuvat;11;Pohjois-Savo
3870;0405510;Kiurujoki, Saarikoski;Q;Virtaama;04.523;Jatkuva;;;Virtaama Q jatkuvat;11;Pohjois-Savo
3902;4700800;Värnum;Q;Virtaama;47.013;Jatkuva;5.11.2024;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
3875;4207102;Kiikun pato virtaama;Q;Virtaama;42.071;Jatkuva;24.7.2006;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2589;5903470;Otermajärvi-luusua;Q;Virtaama;59.262;Jatkuva;1.1.1982;23.12.2025;Virtaama Q jatkuvat;17;Pohjois-Pohjanmaa
2675;3602110;Salmus ala;Q;Virtaama;36.013;Jatkuva;8.9.1999;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
2681;3900100;Kivi- ja Levalammen tekojärvi;Q;Virtaama;39.004;Jatkuva;2.1.1970;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2685;4200270;Kauhajoen säänn.pato;Q;Virtaama;42.091;Jatkuva;3.4.1987;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2687;4200280;Jalasjoen säänn.pato;Q;Virtaama;42.042;Jatkuva;3.4.1987;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2692;4200410;Kyrkösjärven tekojärvi;Q;Virtaama;42.071;Jatkuva;1.1.1992;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2697;4400140;Kätkänjärvi;Q;Virtaama;44.073;Jatkuva;2.12.1970;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2700;4400112;Jääskänjärvi;Q;Virtaama;44.097;Jatkuva;6.5.1970;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2702;4400113;Kuotesjärvi;Q;Virtaama;44.095;Jatkuva;6.5.1970;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2706;4400116;Kuorasjärvi;Q;Virtaama;44.095;Jatkuva;2.10.1970;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2708;4400220;Varpulan tekojärvi;Q;Virtaama;44.092;Jatkuva;12.3.1970;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2714;4900370;Ullavanjärvi;Q;Virtaama;49.054;Jatkuva;;;Virtaama Q jatkuvat;16;Keski-Pohjanmaa
2716;4900320;Vissavesi;Q;Virtaama;49.067;Jatkuva;1.1.1980;23.12.2025;Virtaama Q jatkuvat;16;Keski-Pohjanmaa
2719;4900200;Venetjärvi;Q;Virtaama;49.072;Jatkuva;1.1.1980;23.12.2025;Virtaama Q jatkuvat;16;Keski-Pohjanmaa
2721;4900100;Patanan tekoallas;Q;Virtaama;49.092;Jatkuva;2.12.2000;23.12.2025;Virtaama Q jatkuvat;16;Keski-Pohjanmaa
2723;4900120;Yrttikosken säänn. Pato;Q;Virtaama;49.082;Jatkuva;30.12.1996;23.12.2025;Virtaama Q jatkuvat;16;Keski-Pohjanmaa
2725;4900330;Emmesin järvi;Q;Virtaama;49.051;Jatkuva;;;Virtaama Q jatkuvat;15;Pohjanmaa
2726;4900410;Lahnakoski;Q;Virtaama;49.012;Jatkuva;5.9.2002;23.12.2025;Virtaama Q jatkuvat;16;Keski-Pohjanmaa
2734;4200411;Kalajärven voimalaitos;Q;Virtaama;42.073;Jatkuva;21.2.1977;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
2739;6500435;Matarakoski;Q;Virtaama;65.821;Jatkuva;1.10.1995;23.12.2025;Virtaama Q jatkuvat;19;Lappi
2740;6500445;Kelukoski;Q;Virtaama;65.821;Jatkuva;28.9.2001;23.12.2025;Virtaama Q jatkuvat;19;Lappi
2741;6501800;Savukoski;Q;Virtaama;65.421;Jatkuva;26.4.1954;23.12.2025;Virtaama Q jatkuvat;19;Lappi
1159;3506610;Kuusjärvi - luusua;Q;Virtaama;35.341;Jatkuva;1.1.1986;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1160;3506950;Tammerkoski;Q;Virtaama;35.311;Jatkuva;1.1.1933;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1163;3507450;Nokia;Q;Virtaama;35.211;Jatkuva;1.1.1953;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1166;3507650;Käenkoski;Q;Virtaama;35.532;Jatkuva;1.1.1967;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1168;3507900;Leppäsjärvi - luusua;Q;Virtaama;35.571;Jatkuva;1.1.1933;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1171;3508250;Kyröskoski;Q;Virtaama;35.521;Jatkuva;1.1.1981;23.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1174;3508750;Hartolankoski;Q;Virtaama;35.131;Jatkuva;1.1.1952;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1178;3509052;Äetsä;Q;Virtaama;35.123;Jatkuva;1.1.1957;22.12.2025;Virtaama Q jatkuvat;6;Pirkanmaa
1180;3509140;Liesjärvi - luusua;Q;Virtaama;35.982;Jatkuva;1.1.1963;23.12.2025;Virtaama Q jatkuvat;5;Kanta-Häme
1181;3509150;Kuhalankoski;Q;Virtaama;35.931;Jatkuva;1.1.1966;30.4.2018;Virtaama Q jatkuvat;5;Kanta-Häme
1183;3509350;Loimijoki, Sallilankoski;Q;Virtaama;35.913;Jatkuva;1.1.1989;14.11.2025;Virtaama Q jatkuvat;4;Satakunta
1185;3509410;Loimijoki, Maurialankoski;Q;Virtaama;35.912;Jatkuva;1.1.1985;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1186;3509800;Sääksjärvi - luusua;Q;Virtaama;35.152;Jatkuva;1.1.1921;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1187;3510350;Kolsi;Q;Virtaama;35.122;Jatkuva;1.1.1947;22.12.2025;Virtaama Q jatkuvat;4;Satakunta
1188;3510450;Harjavalta;Q;Virtaama;35.121;Jatkuva;1.1.1931;22.12.2025;Virtaama Q jatkuvat;4;Satakunta
1190;3600800;Vatajankoski;Q;Virtaama;36.031;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1192;3602200;Eteläjoki, Paratiisink.;Q;Virtaama;36.016;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1194;3602225;Karvianjoki, kokonaisvirtaama;Q;Virtaama;36.012;Jatkuva;1.1.1969;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1195;3602300;Pohjajoki;Q;Virtaama;36.012;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1196;3602500;Lankoski;Q;Virtaama;36.011;Jatkuva;1.1.1970;23.12.2025;Virtaama Q jatkuvat;4;Satakunta
1197;3700300;Perus;Q;Virtaama;37.013;Jatkuva;1.1.1980;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
1200;3800910;Puskamarkki;Q;Virtaama;38.001;Jatkuva;8.8.1985;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
1201;3900800;Allmänningsforsen;Q;Virtaama;39.002;Jatkuva;1.1.1981;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
1203;4000910;Köpingsbro;Q;Virtaama;40.002;Jatkuva;1.1.1979;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
1204;4100900;Karkkimala;Q;Virtaama;41.002;Jatkuva;1.1.1972;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
1210;4200250;Pitkämö;Q;Virtaama;42.041;Jatkuva;1.1.1971;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
1212;4200451;Kalajärvi + Seinäjoki;Q;Virtaama;42.073;Jatkuva;1.1.1981;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
1213;4200600;Kyrönjoki, Hanhikoski;Q;Virtaama;42.023;Jatkuva;1.1.1951;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
1214;4201000;Skatila;Q;Virtaama;42.012;Jatkuva;1.1.1911;23.12.2025;Virtaama Q jatkuvat;15;Pohjanmaa
1215;4400110;Töysänjoki;Q;Virtaama;44.081;Jatkuva;1.5.1980;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
1217;4400251;Hirvikoski + Nurmonjoki;Q;Virtaama;44.092;Jatkuva;1.8.1999;23.12.2025;Virtaama Q jatkuvat;14;Etelä-Pohjanmaa
